,no,effectiveDate,mid
1538,23/A/NBP/2008,2008-02-01,4.8259
1539,24/A/NBP/2008,2008-02-04,4.7579
1540,25/A/NBP/2008,2008-02-05,4.7852
1541,26/A/NBP/2008,2008-02-06,4.8133
1542,27/A/NBP/2008,2008-02-07,4.8023
1543,28/A/NBP/2008,2008-02-08,4.8695
1544,29/A/NBP/2008,2008-02-11,4.8532
1545,30/A/NBP/2008,2008-02-12,4.8425
1546,31/A/NBP/2008,2008-02-13,4.8399
1547,32/A/NBP/2008,2008-02-14,4.8307
1548,33/A/NBP/2008,2008-02-15,4.8049
1549,34/A/NBP/2008,2008-02-18,4.7705
1550,35/A/NBP/2008,2008-02-19,4.7319
1551,36/A/NBP/2008,2008-02-20,4.7358
1552,37/A/NBP/2008,2008-02-21,4.74
1553,38/A/NBP/2008,2008-02-22,4.7337
1554,39/A/NBP/2008,2008-02-25,4.7267
1555,40/A/NBP/2008,2008-02-26,4.6785
1556,41/A/NBP/2008,2008-02-27,4.6769
1557,42/A/NBP/2008,2008-02-28,4.6207
1558,43/A/NBP/2008,2008-02-29,4.5901
1559,44/A/NBP/2008,2008-03-03,4.6284
1560,45/A/NBP/2008,2008-03-04,4.6001
1561,46/A/NBP/2008,2008-03-05,4.6013
1562,47/A/NBP/2008,2008-03-06,4.6027
1563,48/A/NBP/2008,2008-03-07,4.6681
1564,49/A/NBP/2008,2008-03-10,4.6869
1565,50/A/NBP/2008,2008-03-11,4.6378
1566,51/A/NBP/2008,2008-03-12,4.6121
1567,52/A/NBP/2008,2008-03-13,4.6297
1568,53/A/NBP/2008,2008-03-14,4.5998
1569,54/A/NBP/2008,2008-03-17,4.5489
1570,55/A/NBP/2008,2008-03-18,4.5087
1571,56/A/NBP/2008,2008-03-19,4.496
1572,57/A/NBP/2008,2008-03-20,4.5145
1573,58/A/NBP/2008,2008-03-21,4.5406
1574,59/A/NBP/2008,2008-03-25,4.5187
1575,60/A/NBP/2008,2008-03-26,4.5055
1576,61/A/NBP/2008,2008-03-27,4.4917
1577,62/A/NBP/2008,2008-03-28,4.4589
1578,63/A/NBP/2008,2008-03-31,4.4266
1579,64/A/NBP/2008,2008-04-01,4.4289
1580,65/A/NBP/2008,2008-04-02,4.4298
1581,66/A/NBP/2008,2008-04-03,4.4246
1582,67/A/NBP/2008,2008-04-04,4.4341
1583,68/A/NBP/2008,2008-04-07,4.3863
1584,69/A/NBP/2008,2008-04-08,4.3522
1585,70/A/NBP/2008,2008-04-09,4.3331
1586,71/A/NBP/2008,2008-04-10,4.3016
1587,72/A/NBP/2008,2008-04-11,4.2675
1588,73/A/NBP/2008,2008-04-14,4.2866
1589,74/A/NBP/2008,2008-04-15,4.2419
1590,75/A/NBP/2008,2008-04-16,4.2362
1591,76/A/NBP/2008,2008-04-17,4.247
1592,77/A/NBP/2008,2008-04-18,4.2933
1593,78/A/NBP/2008,2008-04-21,4.2941
1594,79/A/NBP/2008,2008-04-22,4.2473
1595,80/A/NBP/2008,2008-04-23,4.2545
1596,81/A/NBP/2008,2008-04-24,4.2926
1597,82/A/NBP/2008,2008-04-25,4.3552
1598,83/A/NBP/2008,2008-04-28,4.3587
1599,84/A/NBP/2008,2008-04-29,4.3837
1600,85/A/NBP/2008,2008-04-30,4.3822
1601,86/A/NBP/2008,2008-05-02,4.4237
1602,87/A/NBP/2008,2008-05-05,4.383
1603,88/A/NBP/2008,2008-05-06,4.3594
1604,89/A/NBP/2008,2008-05-07,4.3396
1605,90/A/NBP/2008,2008-05-08,4.3731
1606,91/A/NBP/2008,2008-05-09,4.2981
1607,92/A/NBP/2008,2008-05-12,4.3056
1608,93/A/NBP/2008,2008-05-13,4.2619
1609,94/A/NBP/2008,2008-05-14,4.2772
1610,95/A/NBP/2008,2008-05-15,4.2671
1611,96/A/NBP/2008,2008-05-16,4.2611
1612,97/A/NBP/2008,2008-05-19,4.2451
1613,98/A/NBP/2008,2008-05-20,4.2636
1614,99/A/NBP/2008,2008-05-21,4.2298
1615,100/A/NBP/2008,2008-05-23,4.2852
1616,101/A/NBP/2008,2008-05-26,4.2757
1617,102/A/NBP/2008,2008-05-27,4.2636
1618,103/A/NBP/2008,2008-05-28,4.2787
1619,104/A/NBP/2008,2008-05-29,4.2838
1620,105/A/NBP/2008,2008-05-30,4.3004
1621,106/A/NBP/2008,2008-06-02,4.2711
1622,107/A/NBP/2008,2008-06-03,4.2513
1623,108/A/NBP/2008,2008-06-04,4.2719
1624,109/A/NBP/2008,2008-06-05,4.2574
1625,110/A/NBP/2008,2008-06-06,4.2501
1626,111/A/NBP/2008,2008-06-09,4.2388
1627,112/A/NBP/2008,2008-06-10,4.2604
1628,113/A/NBP/2008,2008-06-11,4.2556
1629,114/A/NBP/2008,2008-06-12,4.2791
1630,115/A/NBP/2008,2008-06-13,4.2911
1631,116/A/NBP/2008,2008-06-16,4.2944
1632,117/A/NBP/2008,2008-06-17,4.2878
1633,118/A/NBP/2008,2008-06-18,4.2581
1634,119/A/NBP/2008,2008-06-19,4.2791
1635,120/A/NBP/2008,2008-06-20,4.2643
1636,121/A/NBP/2008,2008-06-23,4.2635
1637,122/A/NBP/2008,2008-06-24,4.2495
1638,123/A/NBP/2008,2008-06-25,4.2423
1639,124/A/NBP/2008,2008-06-26,4.2376
1640,125/A/NBP/2008,2008-06-27,4.2446
1641,126/A/NBP/2008,2008-06-30,4.2271
1642,127/A/NBP/2008,2008-07-01,4.2529
1643,128/A/NBP/2008,2008-07-02,4.2174
1644,129/A/NBP/2008,2008-07-03,4.2001
1645,130/A/NBP/2008,2008-07-04,4.1985
1646,131/A/NBP/2008,2008-07-07,4.1778
1647,132/A/NBP/2008,2008-07-08,4.1564
1648,133/A/NBP/2008,2008-07-09,4.1265
1649,134/A/NBP/2008,2008-07-10,4.1139
1650,135/A/NBP/2008,2008-07-11,4.0952
1651,136/A/NBP/2008,2008-07-14,4.0686
1652,137/A/NBP/2008,2008-07-15,4.1019
1653,138/A/NBP/2008,2008-07-16,4.0651
1654,139/A/NBP/2008,2008-07-17,4.0657
1655,140/A/NBP/2008,2008-07-18,4.0489
1656,141/A/NBP/2008,2008-07-21,4.0336
1657,142/A/NBP/2008,2008-07-22,4.0563
1658,143/A/NBP/2008,2008-07-23,4.1298
1659,144/A/NBP/2008,2008-07-24,4.1047
1660,145/A/NBP/2008,2008-07-25,4.0621
1661,146/A/NBP/2008,2008-07-28,4.0526
1662,147/A/NBP/2008,2008-07-29,4.0846
1663,148/A/NBP/2008,2008-07-30,4.0749
1664,149/A/NBP/2008,2008-07-31,4.0637
1665,150/A/NBP/2008,2008-08-01,4.0879
1666,151/A/NBP/2008,2008-08-04,4.0558
1667,152/A/NBP/2008,2008-08-05,4.0641
1668,153/A/NBP/2008,2008-08-06,4.0781
1669,154/A/NBP/2008,2008-08-07,4.0905
1670,155/A/NBP/2008,2008-08-08,4.1439
1671,156/A/NBP/2008,2008-08-11,4.1603
1672,157/A/NBP/2008,2008-08-12,4.1908
1673,158/A/NBP/2008,2008-08-13,4.1609
1674,159/A/NBP/2008,2008-08-14,4.164
1675,160/A/NBP/2008,2008-08-18,4.2235
1676,161/A/NBP/2008,2008-08-19,4.2222
1677,162/A/NBP/2008,2008-08-20,4.1735
1678,163/A/NBP/2008,2008-08-21,4.1904
1679,164/A/NBP/2008,2008-08-22,4.1386
1680,165/A/NBP/2008,2008-08-25,4.151
1681,166/A/NBP/2008,2008-08-26,4.1689
1682,167/A/NBP/2008,2008-08-27,4.1708
1683,168/A/NBP/2008,2008-08-28,4.1702
1684,169/A/NBP/2008,2008-08-29,4.1581
1685,170/A/NBP/2008,2008-09-01,4.1101
1686,171/A/NBP/2008,2008-09-02,4.1299
1687,172/A/NBP/2008,2008-09-03,4.1427
1688,173/A/NBP/2008,2008-09-04,4.1511
1689,174/A/NBP/2008,2008-09-05,4.2495
1690,175/A/NBP/2008,2008-09-08,4.3068
1691,176/A/NBP/2008,2008-09-09,4.3106
1692,177/A/NBP/2008,2008-09-10,4.3246
1693,178/A/NBP/2008,2008-09-11,4.2936
1694,179/A/NBP/2008,2008-09-12,4.2168
1695,180/A/NBP/2008,2008-09-15,4.2345
1696,181/A/NBP/2008,2008-09-16,4.2592
1697,182/A/NBP/2008,2008-09-17,4.1863
1698,183/A/NBP/2008,2008-09-18,4.2609
1699,184/A/NBP/2008,2008-09-19,4.1994
1700,185/A/NBP/2008,2008-09-22,4.1429
1701,186/A/NBP/2008,2008-09-23,4.17
1702,187/A/NBP/2008,2008-09-24,4.1875
1703,188/A/NBP/2008,2008-09-25,4.2179
1704,189/A/NBP/2008,2008-09-26,4.2283
1705,190/A/NBP/2008,2008-09-29,4.2682
1706,191/A/NBP/2008,2008-09-30,4.2885
1707,192/A/NBP/2008,2008-10-01,4.2524
1708,193/A/NBP/2008,2008-10-02,4.3201
1709,194/A/NBP/2008,2008-10-03,4.3607
1710,195/A/NBP/2008,2008-10-06,4.446
1711,196/A/NBP/2008,2008-10-07,4.423
1712,197/A/NBP/2008,2008-10-08,4.4888
1713,198/A/NBP/2008,2008-10-09,4.2991
1714,199/A/NBP/2008,2008-10-10,4.4244
1715,200/A/NBP/2008,2008-10-13,4.4679
1716,201/A/NBP/2008,2008-10-14,4.4865
1717,202/A/NBP/2008,2008-10-15,4.5357
1718,203/A/NBP/2008,2008-10-16,4.5503
1719,204/A/NBP/2008,2008-10-17,4.588
1720,205/A/NBP/2008,2008-10-20,4.5998
1721,206/A/NBP/2008,2008-10-21,4.634
1722,207/A/NBP/2008,2008-10-22,4.7221
1723,208/A/NBP/2008,2008-10-23,4.8579
1724,209/A/NBP/2008,2008-10-24,4.8532
1725,210/A/NBP/2008,2008-10-27,4.7297
1726,211/A/NBP/2008,2008-10-28,4.6372
1727,212/A/NBP/2008,2008-10-29,4.5568
1728,213/A/NBP/2008,2008-10-30,4.4936
1729,214/A/NBP/2008,2008-10-31,4.6092
1730,215/A/NBP/2008,2008-11-03,4.4902
1731,216/A/NBP/2008,2008-11-04,4.4124
1732,217/A/NBP/2008,2008-11-05,4.3155
1733,218/A/NBP/2008,2008-11-06,4.3906
1734,219/A/NBP/2008,2008-11-07,4.4855
1735,220/A/NBP/2008,2008-11-10,4.4554
1736,221/A/NBP/2008,2008-11-12,4.6215
1737,222/A/NBP/2008,2008-11-13,4.4864
1738,223/A/NBP/2008,2008-11-14,4.3651
1739,224/A/NBP/2008,2008-11-17,4.3928
1740,225/A/NBP/2008,2008-11-18,4.5868
1741,226/A/NBP/2008,2008-11-19,4.562
1742,227/A/NBP/2008,2008-11-20,4.5818
1743,228/A/NBP/2008,2008-11-21,4.5117
1744,229/A/NBP/2008,2008-11-24,4.5913
1745,230/A/NBP/2008,2008-11-25,4.5176
1746,231/A/NBP/2008,2008-11-26,4.4947
1747,232/A/NBP/2008,2008-11-27,4.4891
1748,233/A/NBP/2008,2008-11-28,4.4943
1749,234/A/NBP/2008,2008-12-01,4.5927
1750,235/A/NBP/2008,2008-12-02,4.5085
1751,236/A/NBP/2008,2008-12-03,4.4684
1752,237/A/NBP/2008,2008-12-04,4.4795
1753,238/A/NBP/2008,2008-12-05,4.474
1754,239/A/NBP/2008,2008-12-08,4.49
1755,240/A/NBP/2008,2008-12-09,4.5137
1756,241/A/NBP/2008,2008-12-10,4.5232
1757,242/A/NBP/2008,2008-12-11,4.5166
1758,243/A/NBP/2008,2008-12-12,4.4387
1759,244/A/NBP/2008,2008-12-15,4.4303
1760,245/A/NBP/2008,2008-12-16,4.5184
1761,246/A/NBP/2008,2008-12-17,4.4924
1762,247/A/NBP/2008,2008-12-18,4.4155
1763,248/A/NBP/2008,2008-12-19,4.3898
1764,249/A/NBP/2008,2008-12-22,4.3334
1765,250/A/NBP/2008,2008-12-23,4.3646
1766,251/A/NBP/2008,2008-12-24,4.33
1767,252/A/NBP/2008,2008-12-29,4.3056
1768,253/A/NBP/2008,2008-12-30,4.2211
1769,254/A/NBP/2008,2008-12-31,4.2913
1770,1/A/NBP/2009,2009-01-02,4.3541
1771,2/A/NBP/2009,2009-01-05,4.3568
1772,3/A/NBP/2009,2009-01-06,4.4398
1773,4/A/NBP/2009,2009-01-07,4.2748
1774,5/A/NBP/2009,2009-01-08,4.4552
1775,6/A/NBP/2009,2009-01-09,4.4816
1776,7/A/NBP/2009,2009-01-12,4.51
1777,8/A/NBP/2009,2009-01-13,4.5747
1778,9/A/NBP/2009,2009-01-14,4.5442
1779,10/A/NBP/2009,2009-01-15,4.6883
1780,11/A/NBP/2009,2009-01-16,4.682
1781,12/A/NBP/2009,2009-01-19,4.767
1782,13/A/NBP/2009,2009-01-20,4.6661
1783,14/A/NBP/2009,2009-01-21,4.6293
1784,15/A/NBP/2009,2009-01-22,4.5862
1785,16/A/NBP/2009,2009-01-23,4.6624
1786,17/A/NBP/2009,2009-01-26,4.6519
1787,18/A/NBP/2009,2009-01-27,4.6144
1788,19/A/NBP/2009,2009-01-28,4.712
1789,20/A/NBP/2009,2009-01-29,4.7482
1790,21/A/NBP/2009,2009-01-30,4.9311
1791,22/A/NBP/2009,2009-02-02,4.9455
1792,23/A/NBP/2009,2009-02-03,5.0027
1793,24/A/NBP/2009,2009-02-04,5.2013
1794,25/A/NBP/2009,2009-02-05,5.2279
1795,26/A/NBP/2009,2009-02-06,5.2231
1796,27/A/NBP/2009,2009-02-09,5.2174
1797,28/A/NBP/2009,2009-02-10,5.1299
1798,29/A/NBP/2009,2009-02-11,5.0708
1799,30/A/NBP/2009,2009-02-12,5.0706
1800,31/A/NBP/2009,2009-02-13,5.238
1801,32/A/NBP/2009,2009-02-16,5.3195
1802,33/A/NBP/2009,2009-02-17,5.4404
1803,34/A/NBP/2009,2009-02-18,5.5154
1804,35/A/NBP/2009,2009-02-19,5.3053
1805,36/A/NBP/2009,2009-02-20,5.4007
1806,37/A/NBP/2009,2009-02-23,5.3273
1807,38/A/NBP/2009,2009-02-24,5.3027
1808,39/A/NBP/2009,2009-02-25,5.2727
1809,40/A/NBP/2009,2009-02-26,5.2613
1810,41/A/NBP/2009,2009-02-27,5.2182
1811,42/A/NBP/2009,2009-03-02,5.349
1812,43/A/NBP/2009,2009-03-03,5.2911
1813,44/A/NBP/2009,2009-03-04,5.3258
1814,45/A/NBP/2009,2009-03-05,5.2889
1815,46/A/NBP/2009,2009-03-06,5.324
1816,47/A/NBP/2009,2009-03-09,5.2262
1817,48/A/NBP/2009,2009-03-10,5.1626
1818,49/A/NBP/2009,2009-03-11,4.9908
1819,50/A/NBP/2009,2009-03-12,4.9848
1820,51/A/NBP/2009,2009-03-13,4.8726
1821,52/A/NBP/2009,2009-03-16,4.908
1822,53/A/NBP/2009,2009-03-17,4.8268
1823,54/A/NBP/2009,2009-03-18,4.8349
1824,55/A/NBP/2009,2009-03-19,4.8053
1825,56/A/NBP/2009,2009-03-20,4.9327
1826,57/A/NBP/2009,2009-03-23,4.8774
1827,58/A/NBP/2009,2009-03-24,4.9168
1828,59/A/NBP/2009,2009-03-25,4.9369
1829,60/A/NBP/2009,2009-03-26,4.8938
1830,61/A/NBP/2009,2009-03-27,4.8858
1831,62/A/NBP/2009,2009-03-30,5.0634
1832,63/A/NBP/2009,2009-03-31,5.0546
1833,64/A/NBP/2009,2009-04-01,5.0645
1834,65/A/NBP/2009,2009-04-02,4.9295
1835,66/A/NBP/2009,2009-04-03,4.8934
1836,67/A/NBP/2009,2009-04-06,4.8647
1837,68/A/NBP/2009,2009-04-07,4.9638
1838,69/A/NBP/2009,2009-04-08,5.0032
1839,70/A/NBP/2009,2009-04-09,4.8929
1840,71/A/NBP/2009,2009-04-10,4.8605
1841,72/A/NBP/2009,2009-04-14,4.9072
1842,73/A/NBP/2009,2009-04-15,4.7738
1843,74/A/NBP/2009,2009-04-16,4.8763
1844,75/A/NBP/2009,2009-04-17,4.8569
1845,76/A/NBP/2009,2009-04-20,4.8991
1846,77/A/NBP/2009,2009-04-21,4.9755
1847,78/A/NBP/2009,2009-04-22,4.9716
1848,79/A/NBP/2009,2009-04-23,4.9326
1849,80/A/NBP/2009,2009-04-24,4.9407
1850,81/A/NBP/2009,2009-04-27,5.0182
1851,82/A/NBP/2009,2009-04-28,5.1134
1852,83/A/NBP/2009,2009-04-29,4.9608
1853,84/A/NBP/2009,2009-04-30,4.8926
1854,85/A/NBP/2009,2009-05-04,4.9158
1855,86/A/NBP/2009,2009-05-05,4.9115
1856,87/A/NBP/2009,2009-05-06,4.978
1857,88/A/NBP/2009,2009-05-07,4.932
1858,89/A/NBP/2009,2009-05-08,4.8768
1859,90/A/NBP/2009,2009-05-11,4.8647
1860,91/A/NBP/2009,2009-05-12,4.9168
1861,92/A/NBP/2009,2009-05-13,4.9189
1862,93/A/NBP/2009,2009-05-14,4.9799
1863,94/A/NBP/2009,2009-05-15,5.0097
1864,95/A/NBP/2009,2009-05-18,5.0717
1865,96/A/NBP/2009,2009-05-19,4.9729
1866,97/A/NBP/2009,2009-05-20,4.9537
1867,98/A/NBP/2009,2009-05-21,4.9841
1868,99/A/NBP/2009,2009-05-22,4.9916
1869,100/A/NBP/2009,2009-05-25,5.0116
1870,101/A/NBP/2009,2009-05-26,5.0447
1871,102/A/NBP/2009,2009-05-27,5.0759
1872,103/A/NBP/2009,2009-05-28,5.1605
1873,104/A/NBP/2009,2009-05-29,5.1148
1874,105/A/NBP/2009,2009-06-01,5.1174
1875,106/A/NBP/2009,2009-06-02,5.2026
1876,107/A/NBP/2009,2009-06-03,5.2259
1877,108/A/NBP/2009,2009-06-04,5.1976
1878,109/A/NBP/2009,2009-06-05,5.1298
1879,110/A/NBP/2009,2009-06-08,5.1761
1880,111/A/NBP/2009,2009-06-09,5.2293
1881,112/A/NBP/2009,2009-06-10,5.1923
1882,113/A/NBP/2009,2009-06-12,5.2298
1883,114/A/NBP/2009,2009-06-15,5.3177
1884,115/A/NBP/2009,2009-06-16,5.3686
1885,116/A/NBP/2009,2009-06-17,5.3159
1886,117/A/NBP/2009,2009-06-18,5.307
1887,118/A/NBP/2009,2009-06-19,5.3536
1888,119/A/NBP/2009,2009-06-22,5.3371
1889,120/A/NBP/2009,2009-06-23,5.3178
1890,121/A/NBP/2009,2009-06-24,5.3376
1891,122/A/NBP/2009,2009-06-25,5.2736
1892,123/A/NBP/2009,2009-06-26,5.2878
1893,124/A/NBP/2009,2009-06-29,5.2901
1894,125/A/NBP/2009,2009-06-30,5.2745
1895,126/A/NBP/2009,2009-07-01,5.1573
1896,127/A/NBP/2009,2009-07-02,5.0727
1897,128/A/NBP/2009,2009-07-03,5.1117
1898,129/A/NBP/2009,2009-07-06,5.0758
1899,130/A/NBP/2009,2009-07-07,5.0719
1900,131/A/NBP/2009,2009-07-08,5.1205
1901,132/A/NBP/2009,2009-07-09,5.0439
1902,133/A/NBP/2009,2009-07-10,5.1172
1903,134/A/NBP/2009,2009-07-13,5.0731
1904,135/A/NBP/2009,2009-07-14,5.0843
1905,136/A/NBP/2009,2009-07-15,4.9978
1906,137/A/NBP/2009,2009-07-16,5.0028
1907,138/A/NBP/2009,2009-07-17,4.9955
1908,139/A/NBP/2009,2009-07-20,4.9862
1909,140/A/NBP/2009,2009-07-21,4.9328
1910,141/A/NBP/2009,2009-07-22,4.9279
1911,142/A/NBP/2009,2009-07-23,4.9295
1912,143/A/NBP/2009,2009-07-24,4.8778
1913,144/A/NBP/2009,2009-07-27,4.8131
1914,145/A/NBP/2009,2009-07-28,4.8316
1915,146/A/NBP/2009,2009-07-29,4.853
1916,147/A/NBP/2009,2009-07-30,4.905
1917,148/A/NBP/2009,2009-07-31,4.8832
1918,149/A/NBP/2009,2009-08-03,4.857
1919,150/A/NBP/2009,2009-08-04,4.8353
1920,151/A/NBP/2009,2009-08-05,4.8518
1921,152/A/NBP/2009,2009-08-06,4.8786
1922,153/A/NBP/2009,2009-08-07,4.8531
1923,154/A/NBP/2009,2009-08-10,4.8128
1924,155/A/NBP/2009,2009-08-11,4.7992
1925,156/A/NBP/2009,2009-08-12,4.8973
1926,157/A/NBP/2009,2009-08-13,4.7867
1927,158/A/NBP/2009,2009-08-14,4.7729
1928,159/A/NBP/2009,2009-08-17,4.8583
1929,160/A/NBP/2009,2009-08-18,4.8564
1930,161/A/NBP/2009,2009-08-19,4.8599
1931,162/A/NBP/2009,2009-08-20,4.8095
1932,163/A/NBP/2009,2009-08-21,4.7576
1933,164/A/NBP/2009,2009-08-24,4.7445
1934,165/A/NBP/2009,2009-08-25,4.6963
1935,166/A/NBP/2009,2009-08-26,4.6569
1936,167/A/NBP/2009,2009-08-27,4.6951
1937,168/A/NBP/2009,2009-08-28,4.6459
1938,169/A/NBP/2009,2009-08-31,4.6546
1939,170/A/NBP/2009,2009-09-01,4.6487
1940,171/A/NBP/2009,2009-09-02,4.7488
1941,172/A/NBP/2009,2009-09-03,4.7351
1942,173/A/NBP/2009,2009-09-04,4.7212
1943,174/A/NBP/2009,2009-09-07,4.7209
1944,175/A/NBP/2009,2009-09-08,4.6894
1945,176/A/NBP/2009,2009-09-09,4.6696
1946,177/A/NBP/2009,2009-09-10,4.7326
1947,178/A/NBP/2009,2009-09-11,4.7953
1948,179/A/NBP/2009,2009-09-14,4.8306
1949,180/A/NBP/2009,2009-09-15,4.741
1950,181/A/NBP/2009,2009-09-16,4.6547
1951,182/A/NBP/2009,2009-09-17,4.6198
1952,183/A/NBP/2009,2009-09-18,4.6145
1953,184/A/NBP/2009,2009-09-21,4.5763
1954,185/A/NBP/2009,2009-09-22,4.5885
1955,186/A/NBP/2009,2009-09-23,4.6365
1956,187/A/NBP/2009,2009-09-24,4.5945
1957,188/A/NBP/2009,2009-09-25,4.5941
1958,189/A/NBP/2009,2009-09-28,4.5948
1959,190/A/NBP/2009,2009-09-29,4.5675
1960,191/A/NBP/2009,2009-09-30,4.6443
1961,192/A/NBP/2009,2009-10-01,4.6234
1962,193/A/NBP/2009,2009-10-02,4.6492
1963,194/A/NBP/2009,2009-10-05,4.6097
1964,195/A/NBP/2009,2009-10-06,4.5261
1965,196/A/NBP/2009,2009-10-07,4.5303
1966,197/A/NBP/2009,2009-10-08,4.5991
1967,198/A/NBP/2009,2009-10-09,4.6197
1968,199/A/NBP/2009,2009-10-12,4.5683
1969,200/A/NBP/2009,2009-10-13,4.4917
1970,201/A/NBP/2009,2009-10-14,4.5188
1971,202/A/NBP/2009,2009-10-15,4.548
1972,203/A/NBP/2009,2009-10-16,4.6222
1973,204/A/NBP/2009,2009-10-19,4.5808
1974,205/A/NBP/2009,2009-10-20,4.5778
1975,206/A/NBP/2009,2009-10-21,4.5991
1976,207/A/NBP/2009,2009-10-22,4.6345
1977,208/A/NBP/2009,2009-10-23,4.571
1978,209/A/NBP/2009,2009-10-26,4.5307
1979,210/A/NBP/2009,2009-10-27,4.629
1980,211/A/NBP/2009,2009-10-28,4.7011
1981,212/A/NBP/2009,2009-10-29,4.7372
1982,213/A/NBP/2009,2009-10-30,4.7228
1983,214/A/NBP/2009,2009-11-02,4.7175
1984,215/A/NBP/2009,2009-11-03,4.7579
1985,216/A/NBP/2009,2009-11-04,4.783
1986,217/A/NBP/2009,2009-11-05,4.7557
1987,218/A/NBP/2009,2009-11-06,4.7307
1988,219/A/NBP/2009,2009-11-09,4.7453
1989,220/A/NBP/2009,2009-11-10,4.6795
1990,221/A/NBP/2009,2009-11-12,4.5882
1991,222/A/NBP/2009,2009-11-13,4.6121
1992,223/A/NBP/2009,2009-11-16,4.5732
1993,224/A/NBP/2009,2009-11-17,4.6212
1994,225/A/NBP/2009,2009-11-18,4.6053
1995,226/A/NBP/2009,2009-11-19,4.6352
1996,227/A/NBP/2009,2009-11-20,4.6187
1997,228/A/NBP/2009,2009-11-23,4.5733
1998,229/A/NBP/2009,2009-11-24,4.5556
1999,230/A/NBP/2009,2009-11-25,4.5699
2000,231/A/NBP/2009,2009-11-26,4.5355
2001,232/A/NBP/2009,2009-11-27,4.6036
2002,233/A/NBP/2009,2009-11-30,4.5544
2003,234/A/NBP/2009,2009-12-01,4.5278
2004,235/A/NBP/2009,2009-12-02,4.5265
2005,236/A/NBP/2009,2009-12-03,4.5138
2006,237/A/NBP/2009,2009-12-04,4.5159
2007,238/A/NBP/2009,2009-12-07,4.4916
2008,239/A/NBP/2009,2009-12-08,4.4817
2009,240/A/NBP/2009,2009-12-09,4.5525
2010,241/A/NBP/2009,2009-12-10,4.5837
2011,242/A/NBP/2009,2009-12-11,4.5783
2012,243/A/NBP/2009,2009-12-14,4.5863
2013,244/A/NBP/2009,2009-12-15,4.66
2014,245/A/NBP/2009,2009-12-16,4.7043
2015,246/A/NBP/2009,2009-12-17,4.6939
2016,247/A/NBP/2009,2009-12-18,4.7097
2017,248/A/NBP/2009,2009-12-21,4.7155
2018,249/A/NBP/2009,2009-12-22,4.6883
2019,250/A/NBP/2009,2009-12-23,4.6703
2020,251/A/NBP/2009,2009-12-24,4.6357
2021,252/A/NBP/2009,2009-12-28,4.6206
2022,253/A/NBP/2009,2009-12-29,4.6146
2023,254/A/NBP/2009,2009-12-30,4.5634
2024,255/A/NBP/2009,2009-12-31,4.5986
2025,1/A/NBP/2010,2010-01-04,4.607
2026,2/A/NBP/2010,2010-01-05,4.5377
2027,3/A/NBP/2010,2010-01-06,4.5629
2028,4/A/NBP/2010,2010-01-07,4.5644
2029,5/A/NBP/2010,2010-01-08,4.5976
2030,6/A/NBP/2010,2010-01-11,4.5128
2031,7/A/NBP/2010,2010-01-12,4.5455
2032,8/A/NBP/2010,2010-01-13,4.5487
2033,9/A/NBP/2010,2010-01-14,4.5493
2034,10/A/NBP/2010,2010-01-15,4.5638
2035,11/A/NBP/2010,2010-01-18,4.5885
2036,12/A/NBP/2010,2010-01-19,4.5971
2037,13/A/NBP/2010,2010-01-20,4.6123
2038,14/A/NBP/2010,2010-01-21,4.6713
2039,15/A/NBP/2010,2010-01-22,4.6693
2040,16/A/NBP/2010,2010-01-25,4.6365
2041,17/A/NBP/2010,2010-01-26,4.6894
2042,18/A/NBP/2010,2010-01-27,4.707
2043,19/A/NBP/2010,2010-01-28,4.708
2044,20/A/NBP/2010,2010-01-29,4.6971
2045,21/A/NBP/2010,2010-02-01,4.583
2046,22/A/NBP/2010,2010-02-02,4.5542
2047,23/A/NBP/2010,2010-02-03,4.5402
2048,24/A/NBP/2010,2010-02-04,4.6066
2049,25/A/NBP/2010,2010-02-05,4.7009
2050,26/A/NBP/2010,2010-02-08,4.6546
2051,27/A/NBP/2010,2010-02-09,4.6285
2052,28/A/NBP/2010,2010-02-10,4.6341
2053,29/A/NBP/2010,2010-02-11,4.5947
2054,30/A/NBP/2010,2010-02-12,4.6192
2055,31/A/NBP/2010,2010-02-15,4.6318
2056,32/A/NBP/2010,2010-02-16,4.6149
2057,33/A/NBP/2010,2010-02-17,4.575
2058,34/A/NBP/2010,2010-02-18,4.576
2059,35/A/NBP/2010,2010-02-19,4.5578
2060,36/A/NBP/2010,2010-02-22,4.5134
2061,37/A/NBP/2010,2010-02-23,4.4871
2062,38/A/NBP/2010,2010-02-24,4.5643
2063,39/A/NBP/2010,2010-02-25,4.5278
2064,40/A/NBP/2010,2010-02-26,4.4615
2065,41/A/NBP/2010,2010-03-01,4.3725
2066,42/A/NBP/2010,2010-03-02,4.3553
2067,43/A/NBP/2010,2010-03-03,4.3328
2068,44/A/NBP/2010,2010-03-04,4.3178
2069,45/A/NBP/2010,2010-03-05,4.2973
2070,46/A/NBP/2010,2010-03-08,4.3037
2071,47/A/NBP/2010,2010-03-09,4.2744
2072,48/A/NBP/2010,2010-03-10,4.2503
2073,49/A/NBP/2010,2010-03-11,4.2852
2074,50/A/NBP/2010,2010-03-12,4.2853
2075,51/A/NBP/2010,2010-03-15,4.2793
2076,52/A/NBP/2010,2010-03-16,4.2853
