,no,effectiveDate,mid
1629,114/A/NBP/2008,2008-06-12,2.1941
1630,115/A/NBP/2008,2008-06-13,2.2035
1631,116/A/NBP/2008,2008-06-16,2.1941
1632,117/A/NBP/2008,2008-06-17,2.1835
1633,118/A/NBP/2008,2008-06-18,2.1805
1634,119/A/NBP/2008,2008-06-19,2.1731
1635,120/A/NBP/2008,2008-06-20,2.1625
1636,121/A/NBP/2008,2008-06-23,2.1681
1637,122/A/NBP/2008,2008-06-24,2.1605
1638,123/A/NBP/2008,2008-06-25,2.1538
1639,124/A/NBP/2008,2008-06-26,2.142
1640,125/A/NBP/2008,2008-06-27,2.1366
1641,126/A/NBP/2008,2008-06-30,2.1194
1642,127/A/NBP/2008,2008-07-01,2.1293
1643,128/A/NBP/2008,2008-07-02,2.1222
1644,129/A/NBP/2008,2008-07-03,2.114
1645,130/A/NBP/2008,2008-07-04,2.1199
1646,131/A/NBP/2008,2008-07-07,2.1193
1647,132/A/NBP/2008,2008-07-08,2.1015
1648,133/A/NBP/2008,2008-07-09,2.0956
1649,134/A/NBP/2008,2008-07-10,2.0843
1650,135/A/NBP/2008,2008-07-11,2.071
1651,136/A/NBP/2008,2008-07-14,2.0529
1652,137/A/NBP/2008,2008-07-15,2.0405
1653,138/A/NBP/2008,2008-07-16,2.0276
1654,139/A/NBP/2008,2008-07-17,2.0331
1655,140/A/NBP/2008,2008-07-18,2.0309
1656,141/A/NBP/2008,2008-07-21,2.022
1657,142/A/NBP/2008,2008-07-22,2.0235
1658,143/A/NBP/2008,2008-07-23,2.072
1659,144/A/NBP/2008,2008-07-24,2.0655
1660,145/A/NBP/2008,2008-07-25,2.042
1661,146/A/NBP/2008,2008-07-28,2.04
1662,147/A/NBP/2008,2008-07-29,2.0494
1663,148/A/NBP/2008,2008-07-30,2.0539
1664,149/A/NBP/2008,2008-07-31,2.0509
1665,150/A/NBP/2008,2008-08-01,2.0665
1666,151/A/NBP/2008,2008-08-04,2.06
1667,152/A/NBP/2008,2008-08-05,2.0777
1668,153/A/NBP/2008,2008-08-06,2.0875
1669,154/A/NBP/2008,2008-08-07,2.0975
1670,155/A/NBP/2008,2008-08-08,2.1495
1671,156/A/NBP/2008,2008-08-11,2.162
1672,157/A/NBP/2008,2008-08-12,2.2078
1673,158/A/NBP/2008,2008-08-13,2.1915
1674,159/A/NBP/2008,2008-08-14,2.2233
1675,160/A/NBP/2008,2008-08-18,2.2625
1676,161/A/NBP/2008,2008-08-19,2.2744
1677,162/A/NBP/2008,2008-08-20,2.2427
1678,163/A/NBP/2008,2008-08-21,2.243
1679,164/A/NBP/2008,2008-08-22,2.224
1680,165/A/NBP/2008,2008-08-25,2.247
1681,166/A/NBP/2008,2008-08-26,2.2674
1682,167/A/NBP/2008,2008-08-27,2.2605
1683,168/A/NBP/2008,2008-08-28,2.2688
1684,169/A/NBP/2008,2008-08-29,2.2691
1685,170/A/NBP/2008,2008-09-01,2.279
1686,171/A/NBP/2008,2008-09-02,2.3133
1687,172/A/NBP/2008,2008-09-03,2.336
1688,173/A/NBP/2008,2008-09-04,2.3263
1689,174/A/NBP/2008,2008-09-05,2.4094
1690,175/A/NBP/2008,2008-09-08,2.4324
1691,176/A/NBP/2008,2008-09-09,2.4513
1692,177/A/NBP/2008,2008-09-10,2.45
1693,178/A/NBP/2008,2008-09-11,2.4505
1694,179/A/NBP/2008,2008-09-12,2.3793
1695,180/A/NBP/2008,2008-09-15,2.3591
1696,181/A/NBP/2008,2008-09-16,2.3763
1697,182/A/NBP/2008,2008-09-17,2.3472
1698,183/A/NBP/2008,2008-09-18,2.3428
1699,184/A/NBP/2008,2008-09-19,2.3381
1700,185/A/NBP/2008,2008-09-22,2.248
1701,186/A/NBP/2008,2008-09-23,2.2492
1702,187/A/NBP/2008,2008-09-24,2.2531
1703,188/A/NBP/2008,2008-09-25,2.2663
1704,189/A/NBP/2008,2008-09-26,2.2985
1705,190/A/NBP/2008,2008-09-29,2.3641
1706,191/A/NBP/2008,2008-09-30,2.3708
1707,192/A/NBP/2008,2008-10-01,2.3895
1708,193/A/NBP/2008,2008-10-02,2.447
1709,194/A/NBP/2008,2008-10-03,2.4676
1710,195/A/NBP/2008,2008-10-06,2.5291
1711,196/A/NBP/2008,2008-10-07,2.5451
1712,197/A/NBP/2008,2008-10-08,2.5648
1713,198/A/NBP/2008,2008-10-09,2.4835
1714,199/A/NBP/2008,2008-10-10,2.6115
1715,200/A/NBP/2008,2008-10-13,2.6029
1716,201/A/NBP/2008,2008-10-14,2.5652
1717,202/A/NBP/2008,2008-10-15,2.5998
1718,203/A/NBP/2008,2008-10-16,2.6385
1719,204/A/NBP/2008,2008-10-17,2.6509
1720,205/A/NBP/2008,2008-10-20,2.6354
1721,206/A/NBP/2008,2008-10-21,2.7199
1722,207/A/NBP/2008,2008-10-22,2.8812
1723,208/A/NBP/2008,2008-10-23,2.9788
1724,209/A/NBP/2008,2008-10-24,3.1303
1725,210/A/NBP/2008,2008-10-27,3.0823
1726,211/A/NBP/2008,2008-10-28,2.9714
1727,212/A/NBP/2008,2008-10-29,2.8454
1728,213/A/NBP/2008,2008-10-30,2.73
1729,214/A/NBP/2008,2008-10-31,2.8472
1730,215/A/NBP/2008,2008-11-03,2.7703
1731,216/A/NBP/2008,2008-11-04,2.7946
1732,217/A/NBP/2008,2008-11-05,2.7306
1733,218/A/NBP/2008,2008-11-06,2.7571
1734,219/A/NBP/2008,2008-11-07,2.8428
1735,220/A/NBP/2008,2008-11-10,2.8332
1736,221/A/NBP/2008,2008-11-12,3.0065
1737,222/A/NBP/2008,2008-11-13,3.0042
1738,223/A/NBP/2008,2008-11-14,2.9457
1739,224/A/NBP/2008,2008-11-17,2.9426
1740,225/A/NBP/2008,2008-11-18,3.0665
1741,226/A/NBP/2008,2008-11-19,3.0502
1742,227/A/NBP/2008,2008-11-20,3.0845
1743,228/A/NBP/2008,2008-11-21,3.0151
1744,229/A/NBP/2008,2008-11-24,3.0762
1745,230/A/NBP/2008,2008-11-25,2.9891
1746,231/A/NBP/2008,2008-11-26,2.9197
1747,232/A/NBP/2008,2008-11-27,2.9047
1748,233/A/NBP/2008,2008-11-28,2.9196
1749,234/A/NBP/2008,2008-12-01,3.0338
1750,235/A/NBP/2008,2008-12-02,3.0394
1751,236/A/NBP/2008,2008-12-03,3.0468
1752,237/A/NBP/2008,2008-12-04,3.0805
1753,238/A/NBP/2008,2008-12-05,3.0476
1754,239/A/NBP/2008,2008-12-08,3.0035
1755,240/A/NBP/2008,2008-12-09,3.0548
1756,241/A/NBP/2008,2008-12-10,3.061
1757,242/A/NBP/2008,2008-12-11,3.0257
1758,243/A/NBP/2008,2008-12-12,2.9709
1759,244/A/NBP/2008,2008-12-15,2.9561
1760,245/A/NBP/2008,2008-12-16,2.9683
1761,246/A/NBP/2008,2008-12-17,2.8948
1762,247/A/NBP/2008,2008-12-18,2.8463
1763,248/A/NBP/2008,2008-12-19,2.913
1764,249/A/NBP/2008,2008-12-22,2.9081
1765,250/A/NBP/2008,2008-12-23,2.9476
1766,251/A/NBP/2008,2008-12-24,2.9313
1767,252/A/NBP/2008,2008-12-29,2.9293
1768,253/A/NBP/2008,2008-12-30,2.9072
1769,254/A/NBP/2008,2008-12-31,2.9618
1770,1/A/NBP/2009,2009-01-02,2.991
1771,2/A/NBP/2009,2009-01-05,3.0088
1772,3/A/NBP/2009,2009-01-06,3.0214
1773,4/A/NBP/2009,2009-01-07,2.8844
1774,5/A/NBP/2009,2009-01-08,2.9561
1775,6/A/NBP/2009,2009-01-09,2.9551
1776,7/A/NBP/2009,2009-01-12,3.0183
1777,8/A/NBP/2009,2009-01-13,3.1162
1778,9/A/NBP/2009,2009-01-14,3.1296
1779,10/A/NBP/2009,2009-01-15,3.211
1780,11/A/NBP/2009,2009-01-16,3.1353
1781,12/A/NBP/2009,2009-01-19,3.2473
1782,13/A/NBP/2009,2009-01-20,3.3381
1783,14/A/NBP/2009,2009-01-21,3.3468
1784,15/A/NBP/2009,2009-01-22,3.3024
1785,16/A/NBP/2009,2009-01-23,3.438
1786,17/A/NBP/2009,2009-01-26,3.3911
1787,18/A/NBP/2009,2009-01-27,3.2549
1788,19/A/NBP/2009,2009-01-28,3.2992
1789,20/A/NBP/2009,2009-01-29,3.3653
1790,21/A/NBP/2009,2009-01-30,3.4561
1791,22/A/NBP/2009,2009-02-02,3.4828
1792,23/A/NBP/2009,2009-02-03,3.523
1793,24/A/NBP/2009,2009-02-04,3.607
1794,25/A/NBP/2009,2009-02-05,3.6112
1795,26/A/NBP/2009,2009-02-06,3.5564
1796,27/A/NBP/2009,2009-02-09,3.5165
1797,28/A/NBP/2009,2009-02-10,3.4653
1798,29/A/NBP/2009,2009-02-11,3.4983
1799,30/A/NBP/2009,2009-02-12,3.5761
1800,31/A/NBP/2009,2009-02-13,3.5949
1801,32/A/NBP/2009,2009-02-16,3.736
1802,33/A/NBP/2009,2009-02-17,3.8238
1803,34/A/NBP/2009,2009-02-18,3.8978
1804,35/A/NBP/2009,2009-02-19,3.6952
1805,36/A/NBP/2009,2009-02-20,3.7823
1806,37/A/NBP/2009,2009-02-23,3.6592
1807,38/A/NBP/2009,2009-02-24,3.6602
1808,39/A/NBP/2009,2009-02-25,3.6312
1809,40/A/NBP/2009,2009-02-26,3.6869
1810,41/A/NBP/2009,2009-02-27,3.6758
1811,42/A/NBP/2009,2009-03-02,3.7674
1812,43/A/NBP/2009,2009-03-03,3.7563
1813,44/A/NBP/2009,2009-03-04,3.7906
1814,45/A/NBP/2009,2009-03-05,3.7358
1815,46/A/NBP/2009,2009-03-06,3.7436
1816,47/A/NBP/2009,2009-03-09,3.7458
1817,48/A/NBP/2009,2009-03-10,3.7273
1818,49/A/NBP/2009,2009-03-11,3.6342
1819,50/A/NBP/2009,2009-03-12,3.6105
1820,51/A/NBP/2009,2009-03-13,3.4721
1821,52/A/NBP/2009,2009-03-16,3.4625
1822,53/A/NBP/2009,2009-03-17,3.4373
1823,54/A/NBP/2009,2009-03-18,3.4774
1824,55/A/NBP/2009,2009-03-19,3.3657
1825,56/A/NBP/2009,2009-03-20,3.3942
1826,57/A/NBP/2009,2009-03-23,3.3533
1827,58/A/NBP/2009,2009-03-24,3.333
1828,59/A/NBP/2009,2009-03-25,3.3784
1829,60/A/NBP/2009,2009-03-26,3.3605
1830,61/A/NBP/2009,2009-03-27,3.4054
1831,62/A/NBP/2009,2009-03-30,3.5779
1832,63/A/NBP/2009,2009-03-31,3.5416
1833,64/A/NBP/2009,2009-04-01,3.5222
1834,65/A/NBP/2009,2009-04-02,3.3805
1835,66/A/NBP/2009,2009-04-03,3.3078
1836,67/A/NBP/2009,2009-04-06,3.2615
1837,68/A/NBP/2009,2009-04-07,3.3828
1838,69/A/NBP/2009,2009-04-08,3.414
1839,70/A/NBP/2009,2009-04-09,3.3388
1840,71/A/NBP/2009,2009-04-10,3.3225
1841,72/A/NBP/2009,2009-04-14,3.3019
1842,73/A/NBP/2009,2009-04-15,3.1946
1843,74/A/NBP/2009,2009-04-16,3.2628
1844,75/A/NBP/2009,2009-04-17,3.2764
1845,76/A/NBP/2009,2009-04-20,3.36
1846,77/A/NBP/2009,2009-04-21,3.4196
1847,78/A/NBP/2009,2009-04-22,3.4205
1848,79/A/NBP/2009,2009-04-23,3.3862
1849,80/A/NBP/2009,2009-04-24,3.381
1850,81/A/NBP/2009,2009-04-27,3.4456
1851,82/A/NBP/2009,2009-04-28,3.5108
1852,83/A/NBP/2009,2009-04-29,3.368
1853,84/A/NBP/2009,2009-04-30,3.2859
1854,85/A/NBP/2009,2009-05-04,3.3049
1855,86/A/NBP/2009,2009-05-05,3.2548
1856,87/A/NBP/2009,2009-05-06,3.2985
1857,88/A/NBP/2009,2009-05-07,3.2632
1858,89/A/NBP/2009,2009-05-08,3.2419
1859,90/A/NBP/2009,2009-05-11,3.2145
1860,91/A/NBP/2009,2009-05-12,3.225
1861,92/A/NBP/2009,2009-05-13,3.2078
1862,93/A/NBP/2009,2009-05-14,3.2898
1863,94/A/NBP/2009,2009-05-15,3.2979
1864,95/A/NBP/2009,2009-05-18,3.3281
1865,96/A/NBP/2009,2009-05-19,3.2141
1866,97/A/NBP/2009,2009-05-20,3.1907
1867,98/A/NBP/2009,2009-05-21,3.2049
1868,99/A/NBP/2009,2009-05-22,3.1543
1869,100/A/NBP/2009,2009-05-25,3.1578
1870,101/A/NBP/2009,2009-05-26,3.1948
1871,102/A/NBP/2009,2009-05-27,3.1714
1872,103/A/NBP/2009,2009-05-28,3.2418
1873,104/A/NBP/2009,2009-05-29,3.1812
1874,105/A/NBP/2009,2009-06-01,3.1248
1875,106/A/NBP/2009,2009-06-02,3.1789
1876,107/A/NBP/2009,2009-06-03,3.1528
1877,108/A/NBP/2009,2009-06-04,3.1685
1878,109/A/NBP/2009,2009-06-05,3.1983
1879,110/A/NBP/2009,2009-06-08,3.2706
1880,111/A/NBP/2009,2009-06-09,3.2385
1881,112/A/NBP/2009,2009-06-10,3.1698
1882,113/A/NBP/2009,2009-06-12,3.173
1883,114/A/NBP/2009,2009-06-15,3.2434
1884,115/A/NBP/2009,2009-06-16,3.2698
1885,116/A/NBP/2009,2009-06-17,3.2556
1886,117/A/NBP/2009,2009-06-18,3.2679
1887,118/A/NBP/2009,2009-06-19,3.272
1888,119/A/NBP/2009,2009-06-22,3.2485
1889,120/A/NBP/2009,2009-06-23,3.2742
1890,121/A/NBP/2009,2009-06-24,3.2265
1891,122/A/NBP/2009,2009-06-25,3.2345
1892,123/A/NBP/2009,2009-06-26,3.211
1893,124/A/NBP/2009,2009-06-29,3.2084
1894,125/A/NBP/2009,2009-06-30,3.1733
1895,126/A/NBP/2009,2009-07-01,3.1375
1896,127/A/NBP/2009,2009-07-02,3.1013
1897,128/A/NBP/2009,2009-07-03,3.1236
1898,129/A/NBP/2009,2009-07-06,3.1483
1899,130/A/NBP/2009,2009-07-07,3.1298
1900,131/A/NBP/2009,2009-07-08,3.1852
1901,132/A/NBP/2009,2009-07-09,3.1222
1902,133/A/NBP/2009,2009-07-10,3.1425
1903,134/A/NBP/2009,2009-07-13,3.16
1904,135/A/NBP/2009,2009-07-14,3.1158
1905,136/A/NBP/2009,2009-07-15,3.0557
1906,137/A/NBP/2009,2009-07-16,3.0527
1907,138/A/NBP/2009,2009-07-17,3.063
1908,139/A/NBP/2009,2009-07-20,3.0236
1909,140/A/NBP/2009,2009-07-21,3.0023
1910,141/A/NBP/2009,2009-07-22,3.0091
1911,142/A/NBP/2009,2009-07-23,2.983
1912,143/A/NBP/2009,2009-07-24,2.9663
1913,144/A/NBP/2009,2009-07-27,2.923
1914,145/A/NBP/2009,2009-07-28,2.9237
1915,146/A/NBP/2009,2009-07-29,2.9632
1916,147/A/NBP/2009,2009-07-30,2.9737
1917,148/A/NBP/2009,2009-07-31,2.9525
1918,149/A/NBP/2009,2009-08-03,2.8843
1919,150/A/NBP/2009,2009-08-04,2.8465
1920,151/A/NBP/2009,2009-08-05,2.8547
1921,152/A/NBP/2009,2009-08-06,2.8728
1922,153/A/NBP/2009,2009-08-07,2.9021
1923,154/A/NBP/2009,2009-08-10,2.8921
1924,155/A/NBP/2009,2009-08-11,2.9165
1925,156/A/NBP/2009,2009-08-12,2.9795
1926,157/A/NBP/2009,2009-08-13,2.8912
1927,158/A/NBP/2009,2009-08-14,2.884
1928,159/A/NBP/2009,2009-08-17,2.9703
1929,160/A/NBP/2009,2009-08-18,2.9575
1930,161/A/NBP/2009,2009-08-19,2.9645
1931,162/A/NBP/2009,2009-08-20,2.9073
1932,163/A/NBP/2009,2009-08-21,2.8848
1933,164/A/NBP/2009,2009-08-24,2.8791
1934,165/A/NBP/2009,2009-08-25,2.8714
1935,166/A/NBP/2009,2009-08-26,2.8558
1936,167/A/NBP/2009,2009-08-27,2.8975
1937,168/A/NBP/2009,2009-08-28,2.846
1938,169/A/NBP/2009,2009-08-31,2.8675
1939,170/A/NBP/2009,2009-09-01,2.8598
1940,171/A/NBP/2009,2009-09-02,2.9401
1941,172/A/NBP/2009,2009-09-03,2.8936
1942,173/A/NBP/2009,2009-09-04,2.8872
1943,174/A/NBP/2009,2009-09-07,2.8757
1944,175/A/NBP/2009,2009-09-08,2.8403
1945,176/A/NBP/2009,2009-09-09,2.8363
1946,177/A/NBP/2009,2009-09-10,2.8651
1947,178/A/NBP/2009,2009-09-11,2.8675
1948,179/A/NBP/2009,2009-09-14,2.9183
1949,180/A/NBP/2009,2009-09-15,2.8514
1950,181/A/NBP/2009,2009-09-16,2.8239
1951,182/A/NBP/2009,2009-09-17,2.7969
1952,183/A/NBP/2009,2009-09-18,2.8228
1953,184/A/NBP/2009,2009-09-21,2.8295
1954,185/A/NBP/2009,2009-09-22,2.8094
1955,186/A/NBP/2009,2009-09-23,2.8214
1956,187/A/NBP/2009,2009-09-24,2.8309
1957,188/A/NBP/2009,2009-09-25,2.8684
1958,189/A/NBP/2009,2009-09-28,2.8896
1959,190/A/NBP/2009,2009-09-29,2.879
1960,191/A/NBP/2009,2009-09-30,2.8852
1961,192/A/NBP/2009,2009-10-01,2.896
1962,193/A/NBP/2009,2009-10-02,2.9237
1963,194/A/NBP/2009,2009-10-05,2.8851
1964,195/A/NBP/2009,2009-10-06,2.8374
1965,196/A/NBP/2009,2009-10-07,2.8477
1966,197/A/NBP/2009,2009-10-08,2.8659
1967,198/A/NBP/2009,2009-10-09,2.896
1968,199/A/NBP/2009,2009-10-12,2.8937
1969,200/A/NBP/2009,2009-10-13,2.8534
1970,201/A/NBP/2009,2009-10-14,2.8251
1971,202/A/NBP/2009,2009-10-15,2.8075
1972,203/A/NBP/2009,2009-10-16,2.8248
1973,204/A/NBP/2009,2009-10-19,2.8113
1974,205/A/NBP/2009,2009-10-20,2.7916
1975,206/A/NBP/2009,2009-10-21,2.7772
1976,207/A/NBP/2009,2009-10-22,2.8044
1977,208/A/NBP/2009,2009-10-23,2.7816
1978,209/A/NBP/2009,2009-10-26,2.775
1979,210/A/NBP/2009,2009-10-27,2.823
1980,211/A/NBP/2009,2009-10-28,2.8779
1981,212/A/NBP/2009,2009-10-29,2.8847
1982,213/A/NBP/2009,2009-10-30,2.8595
1983,214/A/NBP/2009,2009-11-02,2.8767
1984,215/A/NBP/2009,2009-11-03,2.9195
1985,216/A/NBP/2009,2009-11-04,2.8908
1986,217/A/NBP/2009,2009-11-05,2.8754
1987,218/A/NBP/2009,2009-11-06,2.8485
1988,219/A/NBP/2009,2009-11-09,2.8195
1989,220/A/NBP/2009,2009-11-10,2.8031
1990,221/A/NBP/2009,2009-11-12,2.7715
1991,222/A/NBP/2009,2009-11-13,2.7631
1992,223/A/NBP/2009,2009-11-16,2.74
1993,224/A/NBP/2009,2009-11-17,2.7415
1994,225/A/NBP/2009,2009-11-18,2.7367
1995,226/A/NBP/2009,2009-11-19,2.777
1996,227/A/NBP/2009,2009-11-20,2.7875
1997,228/A/NBP/2009,2009-11-23,2.7517
1998,229/A/NBP/2009,2009-11-24,2.7588
1999,230/A/NBP/2009,2009-11-25,2.7364
2000,231/A/NBP/2009,2009-11-26,2.7422
2001,232/A/NBP/2009,2009-11-27,2.8051
2002,233/A/NBP/2009,2009-11-30,2.7538
2003,234/A/NBP/2009,2009-12-01,2.7392
2004,235/A/NBP/2009,2009-12-02,2.7185
2005,236/A/NBP/2009,2009-12-03,2.7093
2006,237/A/NBP/2009,2009-12-04,2.7166
2007,238/A/NBP/2009,2009-12-07,2.7479
2008,239/A/NBP/2009,2009-12-08,2.7435
2009,240/A/NBP/2009,2009-12-09,2.7966
2010,241/A/NBP/2009,2009-12-10,2.8168
2011,242/A/NBP/2009,2009-12-11,2.805
2012,243/A/NBP/2009,2009-12-14,2.8248
2013,244/A/NBP/2009,2009-12-15,2.8635
2014,245/A/NBP/2009,2009-12-16,2.8891
2015,246/A/NBP/2009,2009-12-17,2.9105
2016,247/A/NBP/2009,2009-12-18,2.9038
2017,248/A/NBP/2009,2009-12-21,2.9268
2018,249/A/NBP/2009,2009-12-22,2.9232
2019,250/A/NBP/2009,2009-12-23,2.9293
2020,251/A/NBP/2009,2009-12-24,2.8955
2021,252/A/NBP/2009,2009-12-28,2.891
2022,253/A/NBP/2009,2009-12-29,2.8791
2023,254/A/NBP/2009,2009-12-30,2.8725
2024,255/A/NBP/2009,2009-12-31,2.8503
2025,1/A/NBP/2010,2010-01-04,2.8465
2026,2/A/NBP/2010,2010-01-05,2.8264
2027,3/A/NBP/2010,2010-01-06,2.8493
2028,4/A/NBP/2010,2010-01-07,2.8631
2029,5/A/NBP/2010,2010-01-08,2.8683
2030,6/A/NBP/2010,2010-01-11,2.7983
2031,7/A/NBP/2010,2010-01-12,2.8167
2032,8/A/NBP/2010,2010-01-13,2.8009
2033,9/A/NBP/2010,2010-01-14,2.793
2034,10/A/NBP/2010,2010-01-15,2.7973
2035,11/A/NBP/2010,2010-01-18,2.8042
2036,12/A/NBP/2010,2010-01-19,2.7974
2037,13/A/NBP/2010,2010-01-20,2.8296
2038,14/A/NBP/2010,2010-01-21,2.8928
2039,15/A/NBP/2010,2010-01-22,2.8785
2040,16/A/NBP/2010,2010-01-25,2.8688
2041,17/A/NBP/2010,2010-01-26,2.9068
2042,18/A/NBP/2010,2010-01-27,2.9082
2043,19/A/NBP/2010,2010-01-28,2.8957
2044,20/A/NBP/2010,2010-01-29,2.9083
2045,21/A/NBP/2010,2010-02-01,2.8787
2046,22/A/NBP/2010,2010-02-02,2.8603
2047,23/A/NBP/2010,2010-02-03,2.8321
2048,24/A/NBP/2010,2010-02-04,2.9071
2049,25/A/NBP/2010,2010-02-05,2.9915
2050,26/A/NBP/2010,2010-02-08,2.9896
2051,27/A/NBP/2010,2010-02-09,2.9673
2052,28/A/NBP/2010,2010-02-10,2.9463
2053,29/A/NBP/2010,2010-02-11,2.9503
2054,30/A/NBP/2010,2010-02-12,2.9428
2055,31/A/NBP/2010,2010-02-15,2.9548
2056,32/A/NBP/2010,2010-02-16,2.9428
2057,33/A/NBP/2010,2010-02-17,2.9007
2058,34/A/NBP/2010,2010-02-18,2.935
2059,35/A/NBP/2010,2010-02-19,2.9658
2060,36/A/NBP/2010,2010-02-22,2.9166
2061,37/A/NBP/2010,2010-02-23,2.904
2062,38/A/NBP/2010,2010-02-24,2.957
2063,39/A/NBP/2010,2010-02-25,2.9601
2064,40/A/NBP/2010,2010-02-26,2.9251
2065,41/A/NBP/2010,2010-03-01,2.8891
2066,42/A/NBP/2010,2010-03-02,2.9152
2067,43/A/NBP/2010,2010-03-03,2.8782
2068,44/A/NBP/2010,2010-03-04,2.867
2069,45/A/NBP/2010,2010-03-05,2.8568
2070,46/A/NBP/2010,2010-03-08,2.8372
2071,47/A/NBP/2010,2010-03-09,2.8577
2072,48/A/NBP/2010,2010-03-10,2.8531
2073,49/A/NBP/2010,2010-03-11,2.8561
2074,50/A/NBP/2010,2010-03-12,2.8312
2075,51/A/NBP/2010,2010-03-15,2.8449
2076,52/A/NBP/2010,2010-03-16,2.8393
2077,53/A/NBP/2010,2010-03-17,2.8083
2078,54/A/NBP/2010,2010-03-18,2.8285
2079,55/A/NBP/2010,2010-03-19,2.8673
2080,56/A/NBP/2010,2010-03-22,2.8953
2081,57/A/NBP/2010,2010-03-23,2.8804
2082,58/A/NBP/2010,2010-03-24,2.8975
2083,59/A/NBP/2010,2010-03-25,2.9163
2084,60/A/NBP/2010,2010-03-26,2.9062
2085,61/A/NBP/2010,2010-03-29,2.8864
2086,62/A/NBP/2010,2010-03-30,2.8748
2087,63/A/NBP/2010,2010-03-31,2.872
2088,64/A/NBP/2010,2010-04-01,2.8506
2089,65/A/NBP/2010,2010-04-02,2.8426
2090,66/A/NBP/2010,2010-04-06,2.8618
2091,67/A/NBP/2010,2010-04-07,2.8675
2092,68/A/NBP/2010,2010-04-08,2.8975
2093,69/A/NBP/2010,2010-04-09,2.8634
2094,70/A/NBP/2010,2010-04-12,2.8373
2095,71/A/NBP/2010,2010-04-13,2.8596
2096,72/A/NBP/2010,2010-04-14,2.8325
2097,73/A/NBP/2010,2010-04-15,2.8491
2098,74/A/NBP/2010,2010-04-16,2.8573
2099,75/A/NBP/2010,2010-04-19,2.9009
2100,76/A/NBP/2010,2010-04-20,2.8868
2101,77/A/NBP/2010,2010-04-21,2.879
2102,78/A/NBP/2010,2010-04-22,2.8822
2103,79/A/NBP/2010,2010-04-23,2.9148
2104,80/A/NBP/2010,2010-04-26,2.9068
2105,81/A/NBP/2010,2010-04-27,2.9158
2106,82/A/NBP/2010,2010-04-28,3.0038
2107,83/A/NBP/2010,2010-04-29,2.9591
2108,84/A/NBP/2010,2010-04-30,2.9305
2109,85/A/NBP/2010,2010-05-04,2.9928
2110,86/A/NBP/2010,2010-05-05,3.1014
2111,87/A/NBP/2010,2010-05-06,3.1802
2112,88/A/NBP/2010,2010-05-07,3.2808
2113,89/A/NBP/2010,2010-05-10,3.0667
2114,90/A/NBP/2010,2010-05-11,3.1888
2115,91/A/NBP/2010,2010-05-12,3.1356
2116,92/A/NBP/2010,2010-05-13,3.1473
2117,93/A/NBP/2010,2010-05-14,3.186
2118,94/A/NBP/2010,2010-05-17,3.277
2119,95/A/NBP/2010,2010-05-18,3.2284
2120,96/A/NBP/2010,2010-05-19,3.3595
2121,97/A/NBP/2010,2010-05-20,3.3171
2122,98/A/NBP/2010,2010-05-21,3.3143
2123,99/A/NBP/2010,2010-05-24,3.3047
2124,100/A/NBP/2010,2010-05-25,3.419
2125,101/A/NBP/2010,2010-05-26,3.352
2126,102/A/NBP/2010,2010-05-27,3.344
2127,103/A/NBP/2010,2010-05-28,3.2545
2128,104/A/NBP/2010,2010-05-31,3.3132
2129,105/A/NBP/2010,2010-06-01,3.3953
2130,106/A/NBP/2010,2010-06-02,3.3601
2131,107/A/NBP/2010,2010-06-04,3.3542
2132,108/A/NBP/2010,2010-06-07,3.4916
2133,109/A/NBP/2010,2010-06-08,3.4772
2134,110/A/NBP/2010,2010-06-09,3.4513
2135,111/A/NBP/2010,2010-06-10,3.4301
2136,112/A/NBP/2010,2010-06-11,3.3761
2137,113/A/NBP/2010,2010-06-14,3.339
2138,114/A/NBP/2010,2010-06-15,3.3397
2139,115/A/NBP/2010,2010-06-16,3.3064
2140,116/A/NBP/2010,2010-06-17,3.3095
2141,117/A/NBP/2010,2010-06-18,3.2864
2142,118/A/NBP/2010,2010-06-21,3.2463
2143,119/A/NBP/2010,2010-06-22,3.2912
2144,120/A/NBP/2010,2010-06-23,3.3054
2145,121/A/NBP/2010,2010-06-24,3.3295
2146,122/A/NBP/2010,2010-06-25,3.3643
2147,123/A/NBP/2010,2010-06-28,3.327
2148,124/A/NBP/2010,2010-06-29,3.4157
2149,125/A/NBP/2010,2010-06-30,3.3946
2150,126/A/NBP/2010,2010-07-01,3.3773
2151,127/A/NBP/2010,2010-07-02,3.3152
2152,128/A/NBP/2010,2010-07-05,3.2824
2153,129/A/NBP/2010,2010-07-06,3.2636
2154,130/A/NBP/2010,2010-07-07,3.2851
2155,131/A/NBP/2010,2010-07-08,3.2259
2156,132/A/NBP/2010,2010-07-09,3.2124
2157,133/A/NBP/2010,2010-07-12,3.2511
2158,134/A/NBP/2010,2010-07-13,3.2499
2159,135/A/NBP/2010,2010-07-14,3.1925
2160,136/A/NBP/2010,2010-07-15,3.175
2161,137/A/NBP/2010,2010-07-16,3.1608
2162,138/A/NBP/2010,2010-07-19,3.1825
2163,139/A/NBP/2010,2010-07-20,3.1754
2164,140/A/NBP/2010,2010-07-21,3.2017
2165,141/A/NBP/2010,2010-07-22,3.1945
2166,142/A/NBP/2010,2010-07-23,3.1383
2167,143/A/NBP/2010,2010-07-26,3.1373
2168,144/A/NBP/2010,2010-07-27,3.0861
