,no,effectiveDate,mid
3058,024/A/NBP/2014,2014-02-05,3.0987
3059,025/A/NBP/2014,2014-02-06,3.095
3060,026/A/NBP/2014,2014-02-07,3.0857
3061,027/A/NBP/2014,2014-02-10,3.0683
3062,028/A/NBP/2014,2014-02-11,3.0581
3063,029/A/NBP/2014,2014-02-12,3.0552
3064,030/A/NBP/2014,2014-02-13,3.0532
3065,031/A/NBP/2014,2014-02-14,3.0334
3066,032/A/NBP/2014,2014-02-17,3.025
3067,033/A/NBP/2014,2014-02-18,3.03
3068,034/A/NBP/2014,2014-02-19,3.0286
3069,035/A/NBP/2014,2014-02-20,3.049
3070,036/A/NBP/2014,2014-02-21,3.0389
3071,037/A/NBP/2014,2014-02-24,3.0255
3072,038/A/NBP/2014,2014-02-25,3.0264
3073,039/A/NBP/2014,2014-02-26,3.026
3074,040/A/NBP/2014,2014-02-27,3.0655
3075,041/A/NBP/2014,2014-02-28,3.0254
3076,042/A/NBP/2014,2014-03-03,3.0462
3077,043/A/NBP/2014,2014-03-04,3.0489
3078,044/A/NBP/2014,2014-03-05,3.0477
3079,045/A/NBP/2014,2014-03-06,3.0427
3080,046/A/NBP/2014,2014-03-07,3.0185
3081,047/A/NBP/2014,2014-03-10,3.0266
3082,048/A/NBP/2014,2014-03-11,3.0449
3083,049/A/NBP/2014,2014-03-12,3.0508
3084,050/A/NBP/2014,2014-03-13,3.0284
3085,051/A/NBP/2014,2014-03-14,3.0481
3086,052/A/NBP/2014,2014-03-17,3.043
3087,053/A/NBP/2014,2014-03-18,3.0396
3088,054/A/NBP/2014,2014-03-19,3.0245
3089,055/A/NBP/2014,2014-03-20,3.05
3090,056/A/NBP/2014,2014-03-21,3.0425
3091,057/A/NBP/2014,2014-03-24,3.0483
3092,058/A/NBP/2014,2014-03-25,3.0342
3093,059/A/NBP/2014,2014-03-26,3.0318
3094,060/A/NBP/2014,2014-03-27,3.0401
3095,061/A/NBP/2014,2014-03-28,3.0374
3096,062/A/NBP/2014,2014-03-31,3.0344
3097,063/A/NBP/2014,2014-04-01,3.0278
3098,064/A/NBP/2014,2014-04-02,3.0288
3099,065/A/NBP/2014,2014-04-03,3.033
3100,066/A/NBP/2014,2014-04-04,3.0397
3101,067/A/NBP/2014,2014-04-07,3.0446
3102,068/A/NBP/2014,2014-04-08,3.0276
3103,069/A/NBP/2014,2014-04-09,3.0221
3104,070/A/NBP/2014,2014-04-10,3.0092
3105,071/A/NBP/2014,2014-04-11,3.0086
3106,072/A/NBP/2014,2014-04-14,3.0288
3107,073/A/NBP/2014,2014-04-15,3.0325
3108,074/A/NBP/2014,2014-04-16,3.0272
3109,075/A/NBP/2014,2014-04-17,3.0317
3110,076/A/NBP/2014,2014-04-18,3.0265
3111,077/A/NBP/2014,2014-04-22,3.034
3112,078/A/NBP/2014,2014-04-23,3.0273
3113,079/A/NBP/2014,2014-04-24,3.0285
3114,080/A/NBP/2014,2014-04-25,3.0378
3115,081/A/NBP/2014,2014-04-28,3.0368
3116,082/A/NBP/2014,2014-04-29,3.0318
3117,083/A/NBP/2014,2014-04-30,3.044
3118,084/A/NBP/2014,2014-05-02,3.0289
3119,085/A/NBP/2014,2014-05-05,3.031
3120,086/A/NBP/2014,2014-05-06,3.0196
3121,087/A/NBP/2014,2014-05-07,3.0187
3122,088/A/NBP/2014,2014-05-08,3.0042
3123,089/A/NBP/2014,2014-05-09,3.0247
3124,090/A/NBP/2014,2014-05-12,3.0362
3125,091/A/NBP/2014,2014-05-13,3.0381
3126,092/A/NBP/2014,2014-05-14,3.048
3127,093/A/NBP/2014,2014-05-15,3.0589
3128,094/A/NBP/2014,2014-05-16,3.0567
3129,095/A/NBP/2014,2014-05-19,3.0558
3130,096/A/NBP/2014,2014-05-20,3.062
3131,097/A/NBP/2014,2014-05-21,3.054
3132,098/A/NBP/2014,2014-05-22,3.0525
3133,099/A/NBP/2014,2014-05-23,3.049
3134,100/A/NBP/2014,2014-05-26,3.0466
3135,101/A/NBP/2014,2014-05-27,3.0532
3136,102/A/NBP/2014,2014-05-28,3.0598
3137,103/A/NBP/2014,2014-05-29,3.0395
3138,104/A/NBP/2014,2014-05-30,3.0435
3139,105/A/NBP/2014,2014-06-02,3.0413
3140,106/A/NBP/2014,2014-06-03,3.0449
3141,107/A/NBP/2014,2014-06-04,3.0491
3142,108/A/NBP/2014,2014-06-05,3.0275
3143,109/A/NBP/2014,2014-06-06,3.0222
3144,110/A/NBP/2014,2014-06-09,3.0067
3145,111/A/NBP/2014,2014-06-10,3.0303
3146,112/A/NBP/2014,2014-06-11,3.0431
3147,113/A/NBP/2014,2014-06-12,3.0374
3148,114/A/NBP/2014,2014-06-13,3.0382
3149,115/A/NBP/2014,2014-06-16,3.0654
3150,116/A/NBP/2014,2014-06-17,3.0495
3151,117/A/NBP/2014,2014-06-18,3.0589
3152,118/A/NBP/2014,2014-06-20,3.0495
3153,119/A/NBP/2014,2014-06-23,3.0627
3154,120/A/NBP/2014,2014-06-24,3.0526
3155,121/A/NBP/2014,2014-06-25,3.0451
3156,122/A/NBP/2014,2014-06-26,3.0361
3157,123/A/NBP/2014,2014-06-27,3.0485
3158,124/A/NBP/2014,2014-06-30,3.0473
3159,125/A/NBP/2014,2014-07-01,3.0355
3160,126/A/NBP/2014,2014-07-02,3.0387
3161,127/A/NBP/2014,2014-07-03,3.0418
3162,128/A/NBP/2014,2014-07-04,3.0495
3163,129/A/NBP/2014,2014-07-07,3.0497
3164,130/A/NBP/2014,2014-07-08,3.0441
3165,131/A/NBP/2014,2014-07-09,3.0322
3166,132/A/NBP/2014,2014-07-10,3.0323
3167,133/A/NBP/2014,2014-07-11,3.0426
3168,134/A/NBP/2014,2014-07-14,3.0368
3169,135/A/NBP/2014,2014-07-15,3.0454
3170,136/A/NBP/2014,2014-07-16,3.0503
3171,137/A/NBP/2014,2014-07-17,3.0579
3172,138/A/NBP/2014,2014-07-18,3.0652
3173,139/A/NBP/2014,2014-07-21,3.07
3174,140/A/NBP/2014,2014-07-22,3.0748
3175,141/A/NBP/2014,2014-07-23,3.0707
3176,142/A/NBP/2014,2014-07-24,3.0702
3177,143/A/NBP/2014,2014-07-25,3.0831
3178,144/A/NBP/2014,2014-07-28,3.086
3179,145/A/NBP/2014,2014-07-29,3.09
3180,146/A/NBP/2014,2014-07-30,3.0978
3181,147/A/NBP/2014,2014-07-31,3.1094
3182,148/A/NBP/2014,2014-08-01,3.128
3183,149/A/NBP/2014,2014-08-04,3.1114
3184,150/A/NBP/2014,2014-08-05,3.1121
3185,151/A/NBP/2014,2014-08-06,3.1377
3186,152/A/NBP/2014,2014-08-07,3.1397
3187,153/A/NBP/2014,2014-08-08,3.1509
3188,154/A/NBP/2014,2014-08-11,3.1378
3189,155/A/NBP/2014,2014-08-12,3.1465
3190,156/A/NBP/2014,2014-08-13,3.1442
3191,157/A/NBP/2014,2014-08-14,3.1285
3192,158/A/NBP/2014,2014-08-18,3.1342
3193,159/A/NBP/2014,2014-08-19,3.1356
3194,160/A/NBP/2014,2014-08-20,3.147
3195,161/A/NBP/2014,2014-08-21,3.1569
3196,162/A/NBP/2014,2014-08-22,3.152
3197,163/A/NBP/2014,2014-08-25,3.168
3198,164/A/NBP/2014,2014-08-26,3.1686
3199,165/A/NBP/2014,2014-08-27,3.1764
3200,166/A/NBP/2014,2014-08-28,3.1834
3201,167/A/NBP/2014,2014-08-29,3.1965
3202,168/A/NBP/2014,2014-09-01,3.2035
3203,169/A/NBP/2014,2014-09-02,3.2112
3204,170/A/NBP/2014,2014-09-03,3.1912
3205,171/A/NBP/2014,2014-09-04,3.1947
3206,172/A/NBP/2014,2014-09-05,3.2354
3207,173/A/NBP/2014,2014-09-08,3.2303
3208,174/A/NBP/2014,2014-09-09,3.2605
3209,175/A/NBP/2014,2014-09-10,3.2508
3210,176/A/NBP/2014,2014-09-11,3.2435
3211,177/A/NBP/2014,2014-09-12,3.2468
3212,178/A/NBP/2014,2014-09-15,3.2522
3213,179/A/NBP/2014,2014-09-16,3.2419
3214,180/A/NBP/2014,2014-09-17,3.2331
3215,181/A/NBP/2014,2014-09-18,3.249
3216,182/A/NBP/2014,2014-09-19,3.2507
3217,183/A/NBP/2014,2014-09-22,3.257
3218,184/A/NBP/2014,2014-09-23,3.243
3219,185/A/NBP/2014,2014-09-24,3.2525
3220,186/A/NBP/2014,2014-09-25,3.2823
3221,187/A/NBP/2014,2014-09-26,3.2776
3222,188/A/NBP/2014,2014-09-29,3.3
3223,189/A/NBP/2014,2014-09-30,3.2973
3224,190/A/NBP/2014,2014-10-01,3.3172
3225,191/A/NBP/2014,2014-10-02,3.3039
3226,192/A/NBP/2014,2014-10-03,3.3079
3227,193/A/NBP/2014,2014-10-06,3.3343
3228,194/A/NBP/2014,2014-10-07,3.3106
3229,195/A/NBP/2014,2014-10-08,3.305
3230,196/A/NBP/2014,2014-10-09,3.2776
3231,197/A/NBP/2014,2014-10-10,3.2985
3232,198/A/NBP/2014,2014-10-13,3.3062
3233,199/A/NBP/2014,2014-10-14,3.3095
3234,200/A/NBP/2014,2014-10-15,3.3262
3235,201/A/NBP/2014,2014-10-16,3.2985
3236,202/A/NBP/2014,2014-10-17,3.2964
3237,203/A/NBP/2014,2014-10-20,3.3109
3238,204/A/NBP/2014,2014-10-21,3.2987
3239,205/A/NBP/2014,2014-10-22,3.3275
3240,206/A/NBP/2014,2014-10-23,3.339
3241,207/A/NBP/2014,2014-10-24,3.3387
3242,208/A/NBP/2014,2014-10-27,3.3288
3243,209/A/NBP/2014,2014-10-28,3.3295
3244,210/A/NBP/2014,2014-10-29,3.3192
3245,211/A/NBP/2014,2014-10-30,3.3592
3246,212/A/NBP/2014,2014-10-31,3.3459
3247,213/A/NBP/2014,2014-11-03,3.3772
3248,214/A/NBP/2014,2014-11-04,3.3776
3249,215/A/NBP/2014,2014-11-05,3.3887
3250,216/A/NBP/2014,2014-11-06,3.3769
3251,217/A/NBP/2014,2014-11-07,3.4084
3252,218/A/NBP/2014,2014-11-10,3.3765
3253,219/A/NBP/2014,2014-11-12,3.3966
3254,220/A/NBP/2014,2014-11-13,3.386
3255,221/A/NBP/2014,2014-11-14,3.3933
3256,222/A/NBP/2014,2014-11-17,3.3819
3257,223/A/NBP/2014,2014-11-18,3.3706
3258,224/A/NBP/2014,2014-11-19,3.3655
3259,225/A/NBP/2014,2014-11-20,3.368
3260,226/A/NBP/2014,2014-11-21,3.3827
3261,227/A/NBP/2014,2014-11-24,3.3842
3262,228/A/NBP/2014,2014-11-25,3.3706
3263,229/A/NBP/2014,2014-11-26,3.3546
3264,230/A/NBP/2014,2014-11-27,3.3528
3265,231/A/NBP/2014,2014-11-28,3.3605
3266,232/A/NBP/2014,2014-12-01,3.3519
3267,233/A/NBP/2014,2014-12-02,3.3466
3268,234/A/NBP/2014,2014-12-03,3.373
3269,235/A/NBP/2014,2014-12-04,3.3728
3270,236/A/NBP/2014,2014-12-05,3.3619
3271,237/A/NBP/2014,2014-12-08,3.3978
3272,238/A/NBP/2014,2014-12-09,3.3688
3273,239/A/NBP/2014,2014-12-10,3.3572
3274,240/A/NBP/2014,2014-12-11,3.3611
3275,241/A/NBP/2014,2014-12-12,3.3639
3276,242/A/NBP/2014,2014-12-15,3.3621
3277,243/A/NBP/2014,2014-12-16,3.3522
3278,244/A/NBP/2014,2014-12-17,3.3928
3279,245/A/NBP/2014,2014-12-18,3.4428
3280,246/A/NBP/2014,2014-12-19,3.4791
3281,247/A/NBP/2014,2014-12-22,3.4767
3282,248/A/NBP/2014,2014-12-23,3.4937
3283,249/A/NBP/2014,2014-12-24,3.529
3284,250/A/NBP/2014,2014-12-29,3.527
3285,251/A/NBP/2014,2014-12-30,3.5458
3286,252/A/NBP/2014,2014-12-31,3.5072
3287,001/A/NBP/2015,2015-01-02,3.5725
3288,002/A/NBP/2015,2015-01-05,3.5975
3289,003/A/NBP/2015,2015-01-07,3.6375
3290,004/A/NBP/2015,2015-01-08,3.6482
3291,005/A/NBP/2015,2015-01-09,3.6252
3292,006/A/NBP/2015,2015-01-12,3.6218
3293,007/A/NBP/2015,2015-01-13,3.6252
3294,008/A/NBP/2015,2015-01-14,3.6525
3295,009/A/NBP/2015,2015-01-15,3.6588
3296,010/A/NBP/2015,2015-01-16,3.7174
3297,011/A/NBP/2015,2015-01-19,3.7176
3298,012/A/NBP/2015,2015-01-20,3.7346
3299,013/A/NBP/2015,2015-01-21,3.7358
3300,014/A/NBP/2015,2015-01-22,3.6994
3301,015/A/NBP/2015,2015-01-23,3.7687
3302,016/A/NBP/2015,2015-01-26,3.7601
3303,017/A/NBP/2015,2015-01-27,3.7348
3304,018/A/NBP/2015,2015-01-28,3.7276
3305,019/A/NBP/2015,2015-01-29,3.7418
3306,020/A/NBP/2015,2015-01-30,3.7204
3307,021/A/NBP/2015,2015-02-02,3.6801
3308,022/A/NBP/2015,2015-02-03,3.6886
3309,023/A/NBP/2015,2015-02-04,3.644
3310,024/A/NBP/2015,2015-02-05,3.6656
3311,025/A/NBP/2015,2015-02-06,3.6395
3312,026/A/NBP/2015,2015-02-09,3.6811
3313,027/A/NBP/2015,2015-02-10,3.722
3314,028/A/NBP/2015,2015-02-11,3.7094
3315,029/A/NBP/2015,2015-02-12,3.6926
3316,030/A/NBP/2015,2015-02-13,3.6552
3317,031/A/NBP/2015,2015-02-16,3.6665
3318,032/A/NBP/2015,2015-02-17,3.6788
3319,033/A/NBP/2015,2015-02-18,3.6784
3320,034/A/NBP/2015,2015-02-19,3.6631
3321,035/A/NBP/2015,2015-02-20,3.6895
3322,036/A/NBP/2015,2015-02-23,3.6933
3323,037/A/NBP/2015,2015-02-24,3.6948
3324,038/A/NBP/2015,2015-02-25,3.6649
3325,039/A/NBP/2015,2015-02-26,3.6519
3326,040/A/NBP/2015,2015-02-27,3.698
3327,041/A/NBP/2015,2015-03-02,3.7053
3328,042/A/NBP/2015,2015-03-03,3.719
3329,043/A/NBP/2015,2015-03-04,3.7485
3330,044/A/NBP/2015,2015-03-05,3.7525
3331,045/A/NBP/2015,2015-03-06,3.7649
3332,046/A/NBP/2015,2015-03-09,3.789
3333,047/A/NBP/2015,2015-03-10,3.8345
3334,048/A/NBP/2015,2015-03-11,3.9091
3335,049/A/NBP/2015,2015-03-12,3.8928
3336,050/A/NBP/2015,2015-03-13,3.9141
3337,051/A/NBP/2015,2015-03-16,3.926
3338,052/A/NBP/2015,2015-03-17,3.9034
3339,053/A/NBP/2015,2015-03-18,3.9073
3340,054/A/NBP/2015,2015-03-19,3.8596
3341,055/A/NBP/2015,2015-03-20,3.8645
3342,056/A/NBP/2015,2015-03-23,3.818
3343,057/A/NBP/2015,2015-03-24,3.7453
3344,058/A/NBP/2015,2015-03-25,3.7355
3345,059/A/NBP/2015,2015-03-26,3.705
3346,060/A/NBP/2015,2015-03-27,3.789
3347,061/A/NBP/2015,2015-03-30,3.7685
3348,062/A/NBP/2015,2015-03-31,3.8125
3349,063/A/NBP/2015,2015-04-01,3.789
3350,064/A/NBP/2015,2015-04-02,3.7524
3351,065/A/NBP/2015,2015-04-03,3.7449
3352,066/A/NBP/2015,2015-04-07,3.7435
3353,067/A/NBP/2015,2015-04-08,3.7135
3354,068/A/NBP/2015,2015-04-09,3.7414
3355,069/A/NBP/2015,2015-04-10,3.7894
3356,070/A/NBP/2015,2015-04-13,3.8088
3357,071/A/NBP/2015,2015-04-14,3.8001
3358,072/A/NBP/2015,2015-04-15,3.7875
3359,073/A/NBP/2015,2015-04-16,3.7746
3360,074/A/NBP/2015,2015-04-17,3.7277
3361,075/A/NBP/2015,2015-04-20,3.7302
3362,076/A/NBP/2015,2015-04-21,3.7275
3363,077/A/NBP/2015,2015-04-22,3.7125
3364,078/A/NBP/2015,2015-04-23,3.7371
3365,079/A/NBP/2015,2015-04-24,3.6895
3366,080/A/NBP/2015,2015-04-27,3.7115
3367,081/A/NBP/2015,2015-04-28,3.6751
3368,082/A/NBP/2015,2015-04-29,3.6396
3369,083/A/NBP/2015,2015-04-30,3.5987
3370,084/A/NBP/2015,2015-05-04,3.632
3371,085/A/NBP/2015,2015-05-05,3.6205
3372,086/A/NBP/2015,2015-05-06,3.6116
3373,087/A/NBP/2015,2015-05-07,3.583
3374,088/A/NBP/2015,2015-05-08,3.6095
3375,089/A/NBP/2015,2015-05-11,3.6489
3376,090/A/NBP/2015,2015-05-12,3.6447
3377,091/A/NBP/2015,2015-05-13,3.63
3378,092/A/NBP/2015,2015-05-14,3.5921
3379,093/A/NBP/2015,2015-05-15,3.5719
3380,094/A/NBP/2015,2015-05-18,3.555
3381,095/A/NBP/2015,2015-05-19,3.6152
3382,096/A/NBP/2015,2015-05-20,3.6538
3383,097/A/NBP/2015,2015-05-21,3.6605
3384,098/A/NBP/2015,2015-05-22,3.669
3385,099/A/NBP/2015,2015-05-25,3.75
3386,100/A/NBP/2015,2015-05-26,3.7898
3387,101/A/NBP/2015,2015-05-27,3.7906
3388,102/A/NBP/2015,2015-05-28,3.7858
3389,103/A/NBP/2015,2015-05-29,3.7671
3390,104/A/NBP/2015,2015-06-01,3.785
3391,105/A/NBP/2015,2015-06-02,3.7676
3392,106/A/NBP/2015,2015-06-03,3.7108
3393,107/A/NBP/2015,2015-06-05,3.6949
3394,108/A/NBP/2015,2015-06-08,3.7381
3395,109/A/NBP/2015,2015-06-09,3.6975
3396,110/A/NBP/2015,2015-06-10,3.676
3397,111/A/NBP/2015,2015-06-11,3.6817
3398,112/A/NBP/2015,2015-06-12,3.7094
3399,113/A/NBP/2015,2015-06-15,3.6905
3400,114/A/NBP/2015,2015-06-16,3.6933
3401,115/A/NBP/2015,2015-06-17,3.6873
3402,116/A/NBP/2015,2015-06-18,3.6556
3403,117/A/NBP/2015,2015-06-19,3.6879
3404,118/A/NBP/2015,2015-06-22,3.6799
3405,119/A/NBP/2015,2015-06-23,3.704
3406,120/A/NBP/2015,2015-06-24,3.7103
3407,121/A/NBP/2015,2015-06-25,3.7305
3408,122/A/NBP/2015,2015-06-26,3.7275
3409,123/A/NBP/2015,2015-06-29,3.7671
3410,124/A/NBP/2015,2015-06-30,3.7645
3411,125/A/NBP/2015,2015-07-01,3.7625
3412,126/A/NBP/2015,2015-07-02,3.7859
3413,127/A/NBP/2015,2015-07-03,3.7726
3414,128/A/NBP/2015,2015-07-06,3.796
3415,129/A/NBP/2015,2015-07-07,3.8313
3416,130/A/NBP/2015,2015-07-08,3.8225
3417,131/A/NBP/2015,2015-07-09,3.829
3418,132/A/NBP/2015,2015-07-10,3.7709
3419,133/A/NBP/2015,2015-07-13,3.7543
3420,134/A/NBP/2015,2015-07-14,3.7645
3421,135/A/NBP/2015,2015-07-15,3.747
3422,136/A/NBP/2015,2015-07-16,3.7694
3423,137/A/NBP/2015,2015-07-17,3.7676
3424,138/A/NBP/2015,2015-07-20,3.7868
3425,139/A/NBP/2015,2015-07-21,3.7875
3426,140/A/NBP/2015,2015-07-22,3.7629
3427,141/A/NBP/2015,2015-07-23,3.7559
3428,142/A/NBP/2015,2015-07-24,3.7654
3429,143/A/NBP/2015,2015-07-27,3.7455
3430,144/A/NBP/2015,2015-07-28,3.7303
3431,145/A/NBP/2015,2015-07-29,3.7471
3432,146/A/NBP/2015,2015-07-30,3.7754
3433,147/A/NBP/2015,2015-07-31,3.7929
3434,148/A/NBP/2015,2015-08-03,3.7705
3435,149/A/NBP/2015,2015-08-04,3.7792
3436,150/A/NBP/2015,2015-08-05,3.8359
3437,151/A/NBP/2015,2015-08-06,3.8385
3438,152/A/NBP/2015,2015-08-07,3.8326
3439,153/A/NBP/2015,2015-08-10,3.8246
3440,154/A/NBP/2015,2015-08-11,3.8087
3441,155/A/NBP/2015,2015-08-12,3.7805
3442,156/A/NBP/2015,2015-08-13,3.7625
3443,157/A/NBP/2015,2015-08-14,3.7557
3444,158/A/NBP/2015,2015-08-17,3.7613
3445,159/A/NBP/2015,2015-08-18,3.7578
3446,160/A/NBP/2015,2015-08-19,3.7718
3447,161/A/NBP/2015,2015-08-20,3.7659
3448,162/A/NBP/2015,2015-08-21,3.7308
3449,163/A/NBP/2015,2015-08-24,3.6971
3450,164/A/NBP/2015,2015-08-25,3.6613
3451,165/A/NBP/2015,2015-08-26,3.6937
3452,166/A/NBP/2015,2015-08-27,3.745
3453,167/A/NBP/2015,2015-08-28,3.7493
3454,168/A/NBP/2015,2015-08-31,3.778
3455,169/A/NBP/2015,2015-09-01,3.7503
3456,170/A/NBP/2015,2015-09-02,3.7626
3457,171/A/NBP/2015,2015-09-03,3.7645
3458,172/A/NBP/2015,2015-09-04,3.7952
3459,173/A/NBP/2015,2015-09-07,3.7928
3460,174/A/NBP/2015,2015-09-08,3.7878
3461,175/A/NBP/2015,2015-09-09,3.7634
3462,176/A/NBP/2015,2015-09-10,3.7648
3463,177/A/NBP/2015,2015-09-11,3.7264
3464,178/A/NBP/2015,2015-09-14,3.7124
3465,179/A/NBP/2015,2015-09-15,3.7238
3466,180/A/NBP/2015,2015-09-16,3.7315
3467,181/A/NBP/2015,2015-09-17,3.7129
3468,182/A/NBP/2015,2015-09-18,3.6738
3469,183/A/NBP/2015,2015-09-21,3.708
3470,184/A/NBP/2015,2015-09-22,3.7438
3471,185/A/NBP/2015,2015-09-23,3.7801
3472,186/A/NBP/2015,2015-09-24,3.7687
3473,187/A/NBP/2015,2015-09-25,3.7818
3474,188/A/NBP/2015,2015-09-28,3.7861
3475,189/A/NBP/2015,2015-09-29,3.7799
3476,190/A/NBP/2015,2015-09-30,3.7754
3477,191/A/NBP/2015,2015-10-01,3.8005
3478,192/A/NBP/2015,2015-10-02,3.8028
3479,193/A/NBP/2015,2015-10-05,3.773
3480,194/A/NBP/2015,2015-10-06,3.789
3481,195/A/NBP/2015,2015-10-07,3.7604
3482,196/A/NBP/2015,2015-10-08,3.7543
3483,197/A/NBP/2015,2015-10-09,3.7242
3484,198/A/NBP/2015,2015-10-12,3.7148
3485,199/A/NBP/2015,2015-10-13,3.7199
3486,200/A/NBP/2015,2015-10-14,3.7129
3487,201/A/NBP/2015,2015-10-15,3.6948
3488,202/A/NBP/2015,2015-10-16,3.7243
3489,203/A/NBP/2015,2015-10-19,3.7265
3490,204/A/NBP/2015,2015-10-20,3.7385
3491,205/A/NBP/2015,2015-10-21,3.7627
3492,206/A/NBP/2015,2015-10-22,3.7806
3493,207/A/NBP/2015,2015-10-23,3.82
3494,208/A/NBP/2015,2015-10-26,3.8645
3495,209/A/NBP/2015,2015-10-27,3.8669
3496,210/A/NBP/2015,2015-10-28,3.8826
3497,211/A/NBP/2015,2015-10-29,3.8974
3498,212/A/NBP/2015,2015-10-30,3.8748
3499,213/A/NBP/2015,2015-11-02,3.859
3500,214/A/NBP/2015,2015-11-03,3.8678
3501,215/A/NBP/2015,2015-11-04,3.8876
3502,216/A/NBP/2015,2015-11-05,3.8925
3503,217/A/NBP/2015,2015-11-06,3.9075
3504,218/A/NBP/2015,2015-11-09,3.9605
3505,219/A/NBP/2015,2015-11-10,3.957
3506,220/A/NBP/2015,2015-11-12,3.9434
3507,221/A/NBP/2015,2015-11-13,3.9388
3508,222/A/NBP/2015,2015-11-16,3.9581
3509,223/A/NBP/2015,2015-11-17,3.9775
3510,224/A/NBP/2015,2015-11-18,3.9802
3511,225/A/NBP/2015,2015-11-19,3.9754
3512,226/A/NBP/2015,2015-11-20,3.9706
3513,227/A/NBP/2015,2015-11-23,3.988
3514,228/A/NBP/2015,2015-11-24,4.0021
3515,229/A/NBP/2015,2015-11-25,4.0215
3516,230/A/NBP/2015,2015-11-26,4.0298
3517,231/A/NBP/2015,2015-11-27,4.0333
3518,232/A/NBP/2015,2015-11-30,4.0304
3519,233/A/NBP/2015,2015-12-01,4.0248
3520,234/A/NBP/2015,2015-12-02,4.0305
3521,235/A/NBP/2015,2015-12-03,4.04
3522,236/A/NBP/2015,2015-12-04,3.9607
3523,237/A/NBP/2015,2015-12-07,3.9853
3524,238/A/NBP/2015,2015-12-08,3.9877
3525,239/A/NBP/2015,2015-12-09,3.9705
3526,240/A/NBP/2015,2015-12-10,3.9601
3527,241/A/NBP/2015,2015-12-11,3.9718
3528,242/A/NBP/2015,2015-12-14,3.9695
3529,243/A/NBP/2015,2015-12-15,3.9523
3530,244/A/NBP/2015,2015-12-16,3.9644
3531,245/A/NBP/2015,2015-12-17,3.9646
3532,246/A/NBP/2015,2015-12-18,3.9558
3533,247/A/NBP/2015,2015-12-21,3.92
3534,248/A/NBP/2015,2015-12-22,3.8787
3535,249/A/NBP/2015,2015-12-23,3.8872
3536,250/A/NBP/2015,2015-12-24,3.8695
3537,251/A/NBP/2015,2015-12-28,3.8663
3538,252/A/NBP/2015,2015-12-29,3.8659
3539,253/A/NBP/2015,2015-12-30,3.8801
3540,254/A/NBP/2015,2015-12-31,3.9011
3541,001/A/NBP/2016,2016-01-04,3.9281
3542,002/A/NBP/2016,2016-01-05,4.0073
3543,003/A/NBP/2016,2016-01-07,4.0085
3544,004/A/NBP/2016,2016-01-08,3.9963
3545,005/A/NBP/2016,2016-01-11,4.0085
3546,006/A/NBP/2016,2016-01-12,4.017
3547,007/A/NBP/2016,2016-01-13,4.0068
3548,008/A/NBP/2016,2016-01-14,3.999
3549,009/A/NBP/2016,2016-01-15,4.0411
3550,010/A/NBP/2016,2016-01-18,4.1133
3551,011/A/NBP/2016,2016-01-19,4.0917
3552,012/A/NBP/2016,2016-01-20,4.0877
3553,013/A/NBP/2016,2016-01-21,4.1303
3554,014/A/NBP/2016,2016-01-22,4.1031
3555,015/A/NBP/2016,2016-01-25,4.1346
3556,016/A/NBP/2016,2016-01-26,4.1475
3557,017/A/NBP/2016,2016-01-27,4.1144
3558,018/A/NBP/2016,2016-01-28,4.0872
3559,019/A/NBP/2016,2016-01-29,4.0723
3560,020/A/NBP/2016,2016-02-01,4.0638
3561,021/A/NBP/2016,2016-02-02,4.0333
3562,022/A/NBP/2016,2016-02-03,4.0325
3563,023/A/NBP/2016,2016-02-04,3.9492
3564,024/A/NBP/2016,2016-02-05,3.942
3565,025/A/NBP/2016,2016-02-08,3.9525
3566,026/A/NBP/2016,2016-02-09,3.9771
3567,027/A/NBP/2016,2016-02-10,3.9383
3568,028/A/NBP/2016,2016-02-11,3.9219
3569,029/A/NBP/2016,2016-02-12,3.9074
3570,030/A/NBP/2016,2016-02-15,3.922
3571,031/A/NBP/2016,2016-02-16,3.9404
3572,032/A/NBP/2016,2016-02-17,3.9431
3573,033/A/NBP/2016,2016-02-18,3.9416
3574,034/A/NBP/2016,2016-02-19,3.9531
3575,035/A/NBP/2016,2016-02-22,3.9391
3576,036/A/NBP/2016,2016-02-23,3.9671
3577,037/A/NBP/2016,2016-02-24,3.9803
3578,038/A/NBP/2016,2016-02-25,3.9705
3579,039/A/NBP/2016,2016-02-26,3.9545
3580,040/A/NBP/2016,2016-02-29,3.9935
3581,041/A/NBP/2016,2016-03-01,3.9924
3582,042/A/NBP/2016,2016-03-02,3.9861
3583,043/A/NBP/2016,2016-03-03,3.9805
3584,044/A/NBP/2016,2016-03-04,3.9545
3585,045/A/NBP/2016,2016-03-07,3.9515
3586,046/A/NBP/2016,2016-03-08,3.9333
3587,047/A/NBP/2016,2016-03-09,3.9395
3588,048/A/NBP/2016,2016-03-10,3.932
3589,049/A/NBP/2016,2016-03-11,3.8903
3590,050/A/NBP/2016,2016-03-14,3.847
3591,051/A/NBP/2016,2016-03-15,3.8649
3592,052/A/NBP/2016,2016-03-16,3.8749
3593,053/A/NBP/2016,2016-03-17,3.8037
3594,054/A/NBP/2016,2016-03-18,3.7882
3595,055/A/NBP/2016,2016-03-21,3.7838
3596,056/A/NBP/2016,2016-03-22,3.8005
3597,057/A/NBP/2016,2016-03-23,3.801
