,no,effectiveDate,mid
0,1/A/NBP/2002,2002-01-02,2.3915
1,2/A/NBP/2002,2002-01-03,2.4034
2,3/A/NBP/2002,2002-01-04,2.3895
3,4/A/NBP/2002,2002-01-07,2.3726
4,5/A/NBP/2002,2002-01-08,2.3813
5,6/A/NBP/2002,2002-01-09,2.3951
6,7/A/NBP/2002,2002-01-10,2.3863
7,8/A/NBP/2002,2002-01-11,2.4447
8,9/A/NBP/2002,2002-01-14,2.4241
9,10/A/NBP/2002,2002-01-15,2.4321
10,11/A/NBP/2002,2002-01-16,2.448
11,12/A/NBP/2002,2002-01-17,2.4769
12,13/A/NBP/2002,2002-01-18,2.5095
13,14/A/NBP/2002,2002-01-21,2.4916
14,15/A/NBP/2002,2002-01-22,2.4781
15,16/A/NBP/2002,2002-01-23,2.4727
16,17/A/NBP/2002,2002-01-24,2.4712
17,18/A/NBP/2002,2002-01-25,2.4797
18,19/A/NBP/2002,2002-01-28,2.4376
19,20/A/NBP/2002,2002-01-29,2.4023
20,21/A/NBP/2002,2002-01-30,2.4362
21,22/A/NBP/2002,2002-01-31,2.437
22,23/A/NBP/2002,2002-02-01,2.4331
23,24/A/NBP/2002,2002-02-04,2.4571
24,25/A/NBP/2002,2002-02-05,2.4686
25,26/A/NBP/2002,2002-02-06,2.4751
26,27/A/NBP/2002,2002-02-07,2.5114
27,28/A/NBP/2002,2002-02-08,2.5056
28,29/A/NBP/2002,2002-02-11,2.476
29,30/A/NBP/2002,2002-02-12,2.4793
30,31/A/NBP/2002,2002-02-13,2.4647
31,32/A/NBP/2002,2002-02-14,2.469
32,33/A/NBP/2002,2002-02-15,2.4561
33,34/A/NBP/2002,2002-02-18,2.444
34,35/A/NBP/2002,2002-02-19,2.4335
35,36/A/NBP/2002,2002-02-20,2.4631
36,37/A/NBP/2002,2002-02-21,2.4551
37,38/A/NBP/2002,2002-02-22,2.4528
38,39/A/NBP/2002,2002-02-25,2.4674
39,40/A/NBP/2002,2002-02-26,2.4698
40,41/A/NBP/2002,2002-02-27,2.4568
41,42/A/NBP/2002,2002-02-28,2.466
42,43/A/NBP/2002,2002-03-01,2.4907
43,44/A/NBP/2002,2002-03-04,2.4494
44,45/A/NBP/2002,2002-03-05,2.4532
45,46/A/NBP/2002,2002-03-06,2.4458
46,47/A/NBP/2002,2002-03-07,2.4674
47,48/A/NBP/2002,2002-03-08,2.4858
48,49/A/NBP/2002,2002-03-11,2.4638
49,50/A/NBP/2002,2002-03-12,2.4613
50,51/A/NBP/2002,2002-03-13,2.4781
51,52/A/NBP/2002,2002-03-14,2.4919
52,53/A/NBP/2002,2002-03-15,2.4838
53,54/A/NBP/2002,2002-03-18,2.4737
54,55/A/NBP/2002,2002-03-19,2.468
55,56/A/NBP/2002,2002-03-20,2.4721
56,57/A/NBP/2002,2002-03-21,2.4776
57,58/A/NBP/2002,2002-03-22,2.4743
58,59/A/NBP/2002,2002-03-25,2.4784
59,60/A/NBP/2002,2002-03-26,2.481
60,61/A/NBP/2002,2002-03-27,2.4605
61,62/A/NBP/2002,2002-03-28,2.4486
62,63/A/NBP/2002,2002-03-29,2.4587
63,64/A/NBP/2002,2002-04-02,2.4685
64,65/A/NBP/2002,2002-04-03,2.4595
65,66/A/NBP/2002,2002-04-04,2.4626
66,67/A/NBP/2002,2002-04-05,2.4561
67,68/A/NBP/2002,2002-04-08,2.4476
68,69/A/NBP/2002,2002-04-09,2.4477
69,70/A/NBP/2002,2002-04-10,2.4546
70,71/A/NBP/2002,2002-04-11,2.4497
71,72/A/NBP/2002,2002-04-12,2.4394
72,73/A/NBP/2002,2002-04-15,2.4399
73,74/A/NBP/2002,2002-04-16,2.4331
74,75/A/NBP/2002,2002-04-17,2.4464
75,76/A/NBP/2002,2002-04-18,2.4469
76,77/A/NBP/2002,2002-04-19,2.4461
77,78/A/NBP/2002,2002-04-22,2.4487
78,79/A/NBP/2002,2002-04-23,2.4391
79,80/A/NBP/2002,2002-04-24,2.4523
80,81/A/NBP/2002,2002-04-25,2.4645
81,82/A/NBP/2002,2002-04-26,2.4654
82,83/A/NBP/2002,2002-04-29,2.4575
83,84/A/NBP/2002,2002-04-30,2.453
84,85/A/NBP/2002,2002-05-02,2.476
85,86/A/NBP/2002,2002-05-06,2.4995
86,87/A/NBP/2002,2002-05-07,2.4932
87,88/A/NBP/2002,2002-05-08,2.4914
88,89/A/NBP/2002,2002-05-09,2.4992
89,90/A/NBP/2002,2002-05-10,2.5115
90,91/A/NBP/2002,2002-05-13,2.5263
91,92/A/NBP/2002,2002-05-14,2.5581
92,93/A/NBP/2002,2002-05-15,2.5206
93,94/A/NBP/2002,2002-05-16,2.5674
94,95/A/NBP/2002,2002-05-17,2.5855
95,96/A/NBP/2002,2002-05-20,2.5993
96,97/A/NBP/2002,2002-05-21,2.5873
97,98/A/NBP/2002,2002-05-22,2.6062
98,99/A/NBP/2002,2002-05-23,2.6071
99,100/A/NBP/2002,2002-05-24,2.578
100,101/A/NBP/2002,2002-05-27,2.5724
101,102/A/NBP/2002,2002-05-28,2.5717
102,103/A/NBP/2002,2002-05-29,2.5722
103,104/A/NBP/2002,2002-05-31,2.581
104,105/A/NBP/2002,2002-06-03,2.5577
105,106/A/NBP/2002,2002-06-04,2.585
106,107/A/NBP/2002,2002-06-05,2.564
107,108/A/NBP/2002,2002-06-06,2.5609
108,109/A/NBP/2002,2002-06-07,2.5727
109,110/A/NBP/2002,2002-06-10,2.5808
110,111/A/NBP/2002,2002-06-11,2.5872
111,112/A/NBP/2002,2002-06-12,2.5878
112,113/A/NBP/2002,2002-06-13,2.5652
113,114/A/NBP/2002,2002-06-14,2.5767
114,115/A/NBP/2002,2002-06-17,2.5845
115,116/A/NBP/2002,2002-06-18,2.5964
116,117/A/NBP/2002,2002-06-19,2.5995
117,118/A/NBP/2002,2002-06-20,2.6302
118,119/A/NBP/2002,2002-06-21,2.6414
119,120/A/NBP/2002,2002-06-24,2.6789
120,121/A/NBP/2002,2002-06-25,2.6607
121,122/A/NBP/2002,2002-06-26,2.6924
122,123/A/NBP/2002,2002-06-27,2.7122
123,124/A/NBP/2002,2002-06-28,2.7226
124,125/A/NBP/2002,2002-07-01,2.7352
125,126/A/NBP/2002,2002-07-02,2.6782
126,127/A/NBP/2002,2002-07-03,2.7565
127,128/A/NBP/2002,2002-07-04,2.7387
128,129/A/NBP/2002,2002-07-05,2.7643
129,130/A/NBP/2002,2002-07-08,2.7788
130,131/A/NBP/2002,2002-07-09,2.8418
131,132/A/NBP/2002,2002-07-10,2.8161
132,133/A/NBP/2002,2002-07-11,2.8043
133,134/A/NBP/2002,2002-07-12,2.8141
134,135/A/NBP/2002,2002-07-15,2.8267
135,136/A/NBP/2002,2002-07-16,2.8685
136,137/A/NBP/2002,2002-07-17,2.8297
137,138/A/NBP/2002,2002-07-18,2.8041
138,139/A/NBP/2002,2002-07-19,2.8035
139,140/A/NBP/2002,2002-07-22,2.7867
140,141/A/NBP/2002,2002-07-23,2.7745
141,142/A/NBP/2002,2002-07-24,2.8024
142,143/A/NBP/2002,2002-07-25,2.8078
143,144/A/NBP/2002,2002-07-26,2.8263
144,145/A/NBP/2002,2002-07-29,2.7927
145,146/A/NBP/2002,2002-07-30,2.7933
146,147/A/NBP/2002,2002-07-31,2.8057
147,148/A/NBP/2002,2002-08-01,2.8026
148,149/A/NBP/2002,2002-08-02,2.8667
149,150/A/NBP/2002,2002-08-05,2.8206
150,151/A/NBP/2002,2002-08-06,2.7878
151,152/A/NBP/2002,2002-08-07,2.7937
152,153/A/NBP/2002,2002-08-08,2.7729
153,154/A/NBP/2002,2002-08-09,2.7876
154,155/A/NBP/2002,2002-08-12,2.7912
155,156/A/NBP/2002,2002-08-13,2.7902
156,157/A/NBP/2002,2002-08-14,2.8122
157,158/A/NBP/2002,2002-08-16,2.7957
158,159/A/NBP/2002,2002-08-19,2.7927
159,160/A/NBP/2002,2002-08-20,2.7723
160,161/A/NBP/2002,2002-08-21,2.7575
161,162/A/NBP/2002,2002-08-22,2.7898
162,163/A/NBP/2002,2002-08-23,2.7594
163,164/A/NBP/2002,2002-08-26,2.7574
164,165/A/NBP/2002,2002-08-27,2.7629
165,166/A/NBP/2002,2002-08-28,2.7866
166,167/A/NBP/2002,2002-08-29,2.7807
167,168/A/NBP/2002,2002-08-30,2.7793
168,169/A/NBP/2002,2002-09-02,2.7551
169,170/A/NBP/2002,2002-09-03,2.7741
170,171/A/NBP/2002,2002-09-04,2.7904
171,172/A/NBP/2002,2002-09-05,2.8273
172,173/A/NBP/2002,2002-09-06,2.8328
173,174/A/NBP/2002,2002-09-09,2.7964
174,175/A/NBP/2002,2002-09-10,2.7798
175,176/A/NBP/2002,2002-09-11,2.7714
176,177/A/NBP/2002,2002-09-12,2.768
177,178/A/NBP/2002,2002-09-13,2.7806
178,179/A/NBP/2002,2002-09-16,2.7696
179,180/A/NBP/2002,2002-09-17,2.7373
180,181/A/NBP/2002,2002-09-18,2.7637
181,182/A/NBP/2002,2002-09-19,2.7621
182,183/A/NBP/2002,2002-09-20,2.7721
183,184/A/NBP/2002,2002-09-23,2.7809
184,185/A/NBP/2002,2002-09-24,2.7681
185,186/A/NBP/2002,2002-09-25,2.7742
186,187/A/NBP/2002,2002-09-26,2.7653
187,188/A/NBP/2002,2002-09-27,2.768
188,189/A/NBP/2002,2002-09-30,2.7857
189,190/A/NBP/2002,2002-10-01,2.8079
190,191/A/NBP/2002,2002-10-02,2.7836
191,192/A/NBP/2002,2002-10-03,2.8072
192,193/A/NBP/2002,2002-10-04,2.7976
193,194/A/NBP/2002,2002-10-07,2.7888
194,195/A/NBP/2002,2002-10-08,2.788
195,196/A/NBP/2002,2002-10-09,2.7877
196,197/A/NBP/2002,2002-10-10,2.8032
197,198/A/NBP/2002,2002-10-11,2.7801
198,199/A/NBP/2002,2002-10-14,2.7828
199,200/A/NBP/2002,2002-10-15,2.7656
200,201/A/NBP/2002,2002-10-16,2.761
201,202/A/NBP/2002,2002-10-17,2.7723
202,203/A/NBP/2002,2002-10-18,2.7586
203,204/A/NBP/2002,2002-10-21,2.7476
204,205/A/NBP/2002,2002-10-22,2.7378
205,206/A/NBP/2002,2002-10-23,2.7448
206,207/A/NBP/2002,2002-10-24,2.716
207,208/A/NBP/2002,2002-10-25,2.7156
208,209/A/NBP/2002,2002-10-28,2.6927
209,210/A/NBP/2002,2002-10-29,2.7187
210,211/A/NBP/2002,2002-10-30,2.7194
211,212/A/NBP/2002,2002-10-31,2.7195
212,213/A/NBP/2002,2002-11-04,2.718
213,214/A/NBP/2002,2002-11-05,2.7269
214,215/A/NBP/2002,2002-11-06,2.7102
215,216/A/NBP/2002,2002-11-07,2.7011
216,217/A/NBP/2002,2002-11-08,2.7159
217,218/A/NBP/2002,2002-11-12,2.7073
218,219/A/NBP/2002,2002-11-13,2.7063
219,220/A/NBP/2002,2002-11-14,2.7061
220,221/A/NBP/2002,2002-11-15,2.6931
221,222/A/NBP/2002,2002-11-18,2.6943
222,223/A/NBP/2002,2002-11-19,2.6763
223,224/A/NBP/2002,2002-11-20,2.6774
224,225/A/NBP/2002,2002-11-21,2.6901
225,226/A/NBP/2002,2002-11-22,2.6797
226,227/A/NBP/2002,2002-11-25,2.663
227,228/A/NBP/2002,2002-11-26,2.6818
228,229/A/NBP/2002,2002-11-27,2.6745
229,230/A/NBP/2002,2002-11-28,2.6813
230,231/A/NBP/2002,2002-11-29,2.697
231,232/A/NBP/2002,2002-12-02,2.6884
232,233/A/NBP/2002,2002-12-03,2.6927
233,234/A/NBP/2002,2002-12-04,2.7078
234,235/A/NBP/2002,2002-12-05,2.7071
235,236/A/NBP/2002,2002-12-06,2.7139
236,237/A/NBP/2002,2002-12-09,2.716
237,238/A/NBP/2002,2002-12-10,2.706
238,239/A/NBP/2002,2002-12-11,2.696
239,240/A/NBP/2002,2002-12-12,2.6859
240,241/A/NBP/2002,2002-12-13,2.6981
241,242/A/NBP/2002,2002-12-16,2.6833
242,243/A/NBP/2002,2002-12-17,2.7115
243,244/A/NBP/2002,2002-12-18,2.7272
244,245/A/NBP/2002,2002-12-19,2.7298
245,246/A/NBP/2002,2002-12-20,2.7237
246,247/A/NBP/2002,2002-12-23,2.7291
247,248/A/NBP/2002,2002-12-24,2.7365
248,249/A/NBP/2002,2002-12-27,2.7499
249,250/A/NBP/2002,2002-12-30,2.7514
250,251/A/NBP/2002,2002-12-31,2.7675
251,1/A/NBP/2003,2003-01-02,2.762
252,2/A/NBP/2003,2003-01-03,2.734
253,3/A/NBP/2003,2003-01-06,2.747
254,4/A/NBP/2003,2003-01-07,2.7359
255,5/A/NBP/2003,2003-01-08,2.7435
256,6/A/NBP/2003,2003-01-09,2.7618
257,7/A/NBP/2003,2003-01-10,2.7524
258,8/A/NBP/2003,2003-01-13,2.7492
259,9/A/NBP/2003,2003-01-14,2.7532
260,10/A/NBP/2003,2003-01-15,2.7421
261,11/A/NBP/2003,2003-01-16,2.7391
262,12/A/NBP/2003,2003-01-17,2.7828
263,13/A/NBP/2003,2003-01-20,2.782
264,14/A/NBP/2003,2003-01-21,2.7812
265,15/A/NBP/2003,2003-01-22,2.8283
266,16/A/NBP/2003,2003-01-23,2.8986
267,17/A/NBP/2003,2003-01-24,2.8444
268,18/A/NBP/2003,2003-01-27,2.8544
269,19/A/NBP/2003,2003-01-28,2.8282
270,20/A/NBP/2003,2003-01-29,2.818
271,21/A/NBP/2003,2003-01-30,2.7823
272,22/A/NBP/2003,2003-01-31,2.8135
273,23/A/NBP/2003,2003-02-03,2.7945
274,24/A/NBP/2003,2003-02-04,2.8265
275,25/A/NBP/2003,2003-02-05,2.8443
276,26/A/NBP/2003,2003-02-06,2.8397
277,27/A/NBP/2003,2003-02-07,2.8282
278,28/A/NBP/2003,2003-02-10,2.8421
279,29/A/NBP/2003,2003-02-11,2.8169
280,30/A/NBP/2003,2003-02-12,2.8245
281,31/A/NBP/2003,2003-02-13,2.83
282,32/A/NBP/2003,2003-02-14,2.8395
283,33/A/NBP/2003,2003-02-17,2.8148
284,34/A/NBP/2003,2003-02-18,2.8181
285,35/A/NBP/2003,2003-02-19,2.8195
286,36/A/NBP/2003,2003-02-20,2.8495
287,37/A/NBP/2003,2003-02-21,2.8659
288,38/A/NBP/2003,2003-02-24,2.8501
289,39/A/NBP/2003,2003-02-25,2.863
290,40/A/NBP/2003,2003-02-26,2.8607
291,41/A/NBP/2003,2003-02-27,2.8696
292,42/A/NBP/2003,2003-02-28,2.8765
293,43/A/NBP/2003,2003-03-03,2.9237
294,44/A/NBP/2003,2003-03-04,2.9552
295,45/A/NBP/2003,2003-03-05,2.9572
296,46/A/NBP/2003,2003-03-06,2.9337
297,47/A/NBP/2003,2003-03-07,2.9341
298,48/A/NBP/2003,2003-03-10,2.9546
299,49/A/NBP/2003,2003-03-11,2.978
300,50/A/NBP/2003,2003-03-12,2.9764
301,51/A/NBP/2003,2003-03-13,2.9955
302,52/A/NBP/2003,2003-03-14,2.935
303,53/A/NBP/2003,2003-03-17,2.9665
304,54/A/NBP/2003,2003-03-18,2.9344
305,55/A/NBP/2003,2003-03-19,2.9413
306,56/A/NBP/2003,2003-03-20,2.9308
307,57/A/NBP/2003,2003-03-21,2.9248
308,58/A/NBP/2003,2003-03-24,2.9393
309,59/A/NBP/2003,2003-03-25,2.9562
310,60/A/NBP/2003,2003-03-26,2.935
311,61/A/NBP/2003,2003-03-27,2.9437
312,62/A/NBP/2003,2003-03-28,2.9604
313,63/A/NBP/2003,2003-03-31,2.9846
314,64/A/NBP/2003,2003-04-01,3.0157
315,65/A/NBP/2003,2003-04-02,2.9797
316,66/A/NBP/2003,2003-04-03,2.9409
317,67/A/NBP/2003,2003-04-04,2.9394
318,68/A/NBP/2003,2003-04-07,2.908
319,69/A/NBP/2003,2003-04-08,2.9231
320,70/A/NBP/2003,2003-04-09,2.8919
321,71/A/NBP/2003,2003-04-10,2.8555
322,72/A/NBP/2003,2003-04-11,2.85
323,73/A/NBP/2003,2003-04-14,2.8342
324,74/A/NBP/2003,2003-04-15,2.8325
325,75/A/NBP/2003,2003-04-16,2.8579
326,76/A/NBP/2003,2003-04-17,2.8528
327,77/A/NBP/2003,2003-04-18,2.8372
328,78/A/NBP/2003,2003-04-22,2.8385
329,79/A/NBP/2003,2003-04-23,2.8284
330,80/A/NBP/2003,2003-04-24,2.8514
331,81/A/NBP/2003,2003-04-25,2.8467
332,82/A/NBP/2003,2003-04-28,2.8432
333,83/A/NBP/2003,2003-04-29,2.8409
334,84/A/NBP/2003,2003-04-30,2.8262
335,85/A/NBP/2003,2003-05-02,2.8213
336,86/A/NBP/2003,2003-05-05,2.8068
337,87/A/NBP/2003,2003-05-06,2.811
338,88/A/NBP/2003,2003-05-07,2.8454
339,89/A/NBP/2003,2003-05-08,2.8541
340,90/A/NBP/2003,2003-05-09,2.8744
341,91/A/NBP/2003,2003-05-12,2.8705
342,92/A/NBP/2003,2003-05-13,2.8587
343,93/A/NBP/2003,2003-05-14,2.8535
344,94/A/NBP/2003,2003-05-15,2.8662
345,95/A/NBP/2003,2003-05-16,2.862
346,96/A/NBP/2003,2003-05-19,2.871
347,97/A/NBP/2003,2003-05-20,2.8569
348,98/A/NBP/2003,2003-05-21,2.9021
349,99/A/NBP/2003,2003-05-22,2.8597
350,100/A/NBP/2003,2003-05-23,2.8603
351,101/A/NBP/2003,2003-05-26,2.8508
352,102/A/NBP/2003,2003-05-27,2.8565
353,103/A/NBP/2003,2003-05-28,2.8649
354,104/A/NBP/2003,2003-05-29,2.8692
355,105/A/NBP/2003,2003-05-30,2.8713
356,106/A/NBP/2003,2003-06-02,2.8706
357,107/A/NBP/2003,2003-06-03,2.8792
358,108/A/NBP/2003,2003-06-04,2.8913
359,109/A/NBP/2003,2003-06-05,2.8922
360,110/A/NBP/2003,2003-06-06,2.8729
361,111/A/NBP/2003,2003-06-09,2.8426
362,112/A/NBP/2003,2003-06-10,2.8758
363,113/A/NBP/2003,2003-06-11,2.8862
364,114/A/NBP/2003,2003-06-12,2.8997
365,115/A/NBP/2003,2003-06-13,2.8686
366,116/A/NBP/2003,2003-06-16,2.8704
367,117/A/NBP/2003,2003-06-17,2.8609
368,118/A/NBP/2003,2003-06-18,2.8394
369,119/A/NBP/2003,2003-06-20,2.8712
370,120/A/NBP/2003,2003-06-23,2.8848
371,121/A/NBP/2003,2003-06-24,2.9239
372,122/A/NBP/2003,2003-06-25,2.9192
373,123/A/NBP/2003,2003-06-26,2.8937
374,124/A/NBP/2003,2003-06-27,2.9051
375,125/A/NBP/2003,2003-06-30,2.8726
376,126/A/NBP/2003,2003-07-01,2.8575
377,127/A/NBP/2003,2003-07-02,2.8524
378,128/A/NBP/2003,2003-07-03,2.861
379,129/A/NBP/2003,2003-07-04,2.8813
380,130/A/NBP/2003,2003-07-07,2.8633
381,131/A/NBP/2003,2003-07-08,2.8573
382,132/A/NBP/2003,2003-07-09,2.8885
383,133/A/NBP/2003,2003-07-10,2.8779
384,134/A/NBP/2003,2003-07-11,2.8741
385,135/A/NBP/2003,2003-07-14,2.8621
386,136/A/NBP/2003,2003-07-15,2.8634
387,137/A/NBP/2003,2003-07-16,2.8673
388,138/A/NBP/2003,2003-07-17,2.9195
389,139/A/NBP/2003,2003-07-18,2.9112
390,140/A/NBP/2003,2003-07-21,2.9109
391,141/A/NBP/2003,2003-07-22,2.8867
392,142/A/NBP/2003,2003-07-23,2.8871
393,143/A/NBP/2003,2003-07-24,2.8543
394,144/A/NBP/2003,2003-07-25,2.8545
395,145/A/NBP/2003,2003-07-28,2.8591
396,146/A/NBP/2003,2003-07-29,2.8496
397,147/A/NBP/2003,2003-07-30,2.8245
398,148/A/NBP/2003,2003-07-31,2.8337
399,149/A/NBP/2003,2003-08-01,2.8323
400,150/A/NBP/2003,2003-08-04,2.8512
401,151/A/NBP/2003,2003-08-05,2.8445
402,152/A/NBP/2003,2003-08-06,2.8538
403,153/A/NBP/2003,2003-08-07,2.8441
404,154/A/NBP/2003,2003-08-08,2.837
405,155/A/NBP/2003,2003-08-11,2.8399
406,156/A/NBP/2003,2003-08-12,2.8337
407,157/A/NBP/2003,2003-08-13,2.8286
408,158/A/NBP/2003,2003-08-14,2.8334
409,159/A/NBP/2003,2003-08-18,2.8265
410,160/A/NBP/2003,2003-08-19,2.8199
411,161/A/NBP/2003,2003-08-20,2.8279
412,162/A/NBP/2003,2003-08-21,2.8228
413,163/A/NBP/2003,2003-08-22,2.8322
414,164/A/NBP/2003,2003-08-25,2.8308
415,165/A/NBP/2003,2003-08-26,2.8351
416,166/A/NBP/2003,2003-08-27,2.8402
417,167/A/NBP/2003,2003-08-28,2.8262
418,168/A/NBP/2003,2003-08-29,2.8355
419,169/A/NBP/2003,2003-09-01,2.8335
420,170/A/NBP/2003,2003-09-02,2.8339
421,171/A/NBP/2003,2003-09-03,2.8466
422,172/A/NBP/2003,2003-09-04,2.8369
423,173/A/NBP/2003,2003-09-05,2.8648
424,174/A/NBP/2003,2003-09-08,2.8798
425,175/A/NBP/2003,2003-09-09,2.8682
426,176/A/NBP/2003,2003-09-10,2.8648
427,177/A/NBP/2003,2003-09-11,2.8549
428,178/A/NBP/2003,2003-09-12,2.8564
429,179/A/NBP/2003,2003-09-15,2.8507
430,180/A/NBP/2003,2003-09-16,2.8715
431,181/A/NBP/2003,2003-09-17,2.9095
432,182/A/NBP/2003,2003-09-18,2.912
433,183/A/NBP/2003,2003-09-19,2.8854
434,184/A/NBP/2003,2003-09-22,2.9059
435,185/A/NBP/2003,2003-09-23,2.8984
436,186/A/NBP/2003,2003-09-24,2.8907
437,187/A/NBP/2003,2003-09-25,2.9073
438,188/A/NBP/2003,2003-09-26,2.9444
439,189/A/NBP/2003,2003-09-29,2.9544
440,190/A/NBP/2003,2003-09-30,3.0173
441,191/A/NBP/2003,2003-10-01,2.9647
442,192/A/NBP/2003,2003-10-02,2.9642
443,193/A/NBP/2003,2003-10-03,2.9468
444,194/A/NBP/2003,2003-10-06,2.9336
445,195/A/NBP/2003,2003-10-07,2.948
446,196/A/NBP/2003,2003-10-08,2.9423
447,197/A/NBP/2003,2003-10-09,2.9117
448,198/A/NBP/2003,2003-10-10,2.9306
449,199/A/NBP/2003,2003-10-13,2.9122
450,200/A/NBP/2003,2003-10-14,2.9233
451,201/A/NBP/2003,2003-10-15,2.9506
452,202/A/NBP/2003,2003-10-16,2.9741
453,203/A/NBP/2003,2003-10-17,2.9702
454,204/A/NBP/2003,2003-10-20,2.9762
455,205/A/NBP/2003,2003-10-21,2.9556
456,206/A/NBP/2003,2003-10-22,2.9701
457,207/A/NBP/2003,2003-10-23,3.0045
458,208/A/NBP/2003,2003-10-24,3.0032
459,209/A/NBP/2003,2003-10-27,3.0119
460,210/A/NBP/2003,2003-10-28,3.0067
461,211/A/NBP/2003,2003-10-29,2.9941
462,212/A/NBP/2003,2003-10-30,2.9996
463,213/A/NBP/2003,2003-10-31,3.0222
464,214/A/NBP/2003,2003-11-03,2.9975
465,215/A/NBP/2003,2003-11-04,2.9657
466,216/A/NBP/2003,2003-11-05,2.9245
467,217/A/NBP/2003,2003-11-06,2.942
468,218/A/NBP/2003,2003-11-07,2.9208
469,219/A/NBP/2003,2003-11-10,2.9168
470,220/A/NBP/2003,2003-11-12,2.9287
471,221/A/NBP/2003,2003-11-13,2.9174
472,222/A/NBP/2003,2003-11-14,2.9139
473,223/A/NBP/2003,2003-11-17,2.9332
474,224/A/NBP/2003,2003-11-18,2.9472
475,225/A/NBP/2003,2003-11-19,2.9766
476,226/A/NBP/2003,2003-11-20,2.9829
477,227/A/NBP/2003,2003-11-21,3.0081
478,228/A/NBP/2003,2003-11-24,2.9994
479,229/A/NBP/2003,2003-11-25,2.9917
480,230/A/NBP/2003,2003-11-26,3.0038
481,231/A/NBP/2003,2003-11-27,3.0141
482,232/A/NBP/2003,2003-11-28,3.0469
483,233/A/NBP/2003,2003-12-01,2.997
484,234/A/NBP/2003,2003-12-02,2.9997
485,235/A/NBP/2003,2003-12-03,2.9949
486,236/A/NBP/2003,2003-12-04,2.9746
487,237/A/NBP/2003,2003-12-05,2.9724
488,238/A/NBP/2003,2003-12-08,3.0015
489,239/A/NBP/2003,2003-12-09,3.0197
490,240/A/NBP/2003,2003-12-10,3.0078
491,241/A/NBP/2003,2003-12-11,2.9934
492,242/A/NBP/2003,2003-12-12,3.0045
493,243/A/NBP/2003,2003-12-15,2.9993
494,244/A/NBP/2003,2003-12-16,2.981
495,245/A/NBP/2003,2003-12-17,2.9821
496,246/A/NBP/2003,2003-12-18,2.9929
497,247/A/NBP/2003,2003-12-19,2.989
498,248/A/NBP/2003,2003-12-22,2.989
499,249/A/NBP/2003,2003-12-23,2.9773
500,250/A/NBP/2003,2003-12-24,2.9843
501,251/A/NBP/2003,2003-12-29,2.9936
502,252/A/NBP/2003,2003-12-30,3.013
503,253/A/NBP/2003,2003-12-31,3.0281
504,1/A/NBP/2004,2004-01-02,3.0194
505,2/A/NBP/2004,2004-01-05,3.0038
506,3/A/NBP/2004,2004-01-06,2.9838
507,4/A/NBP/2004,2004-01-07,2.9812
508,5/A/NBP/2004,2004-01-08,2.9716
509,6/A/NBP/2004,2004-01-09,2.9947
510,7/A/NBP/2004,2004-01-12,3.0017
511,8/A/NBP/2004,2004-01-13,3.009
512,9/A/NBP/2004,2004-01-14,3.0306
513,10/A/NBP/2004,2004-01-15,3.0288
514,11/A/NBP/2004,2004-01-16,3.0165
515,12/A/NBP/2004,2004-01-19,3.0039
516,13/A/NBP/2004,2004-01-20,3.0134
517,14/A/NBP/2004,2004-01-21,3.0111
518,15/A/NBP/2004,2004-01-22,3.0029
519,16/A/NBP/2004,2004-01-23,2.9918
520,17/A/NBP/2004,2004-01-26,3.0047
521,18/A/NBP/2004,2004-01-27,3.0132
522,19/A/NBP/2004,2004-01-28,3.0205
523,20/A/NBP/2004,2004-01-29,3.0341
524,21/A/NBP/2004,2004-01-30,3.0494
525,22/A/NBP/2004,2004-02-02,3.0446
526,23/A/NBP/2004,2004-02-03,3.0697
527,24/A/NBP/2004,2004-02-04,3.0473
528,25/A/NBP/2004,2004-02-05,3.0748
529,26/A/NBP/2004,2004-02-06,3.0852
530,27/A/NBP/2004,2004-02-09,3.0889
531,28/A/NBP/2004,2004-02-10,3.0805
532,29/A/NBP/2004,2004-02-11,3.0879
533,30/A/NBP/2004,2004-02-12,3.0727
534,31/A/NBP/2004,2004-02-13,3.0779
535,32/A/NBP/2004,2004-02-16,3.0781
536,33/A/NBP/2004,2004-02-17,3.0929
537,34/A/NBP/2004,2004-02-18,3.103
538,35/A/NBP/2004,2004-02-19,3.1019
539,36/A/NBP/2004,2004-02-20,3.1125
540,37/A/NBP/2004,2004-02-23,3.1031
541,38/A/NBP/2004,2004-02-24,3.0899
542,39/A/NBP/2004,2004-02-25,3.1022
543,40/A/NBP/2004,2004-02-26,3.074
544,41/A/NBP/2004,2004-02-27,3.0881
545,42/A/NBP/2004,2004-03-01,3.1164
546,43/A/NBP/2004,2004-03-02,3.077
547,44/A/NBP/2004,2004-03-03,3.0637
548,45/A/NBP/2004,2004-03-04,3.0517
549,46/A/NBP/2004,2004-03-05,3.0572
550,47/A/NBP/2004,2004-03-08,3.0455
551,48/A/NBP/2004,2004-03-09,3.0304
552,49/A/NBP/2004,2004-03-10,3.0151
553,50/A/NBP/2004,2004-03-11,3.0422
554,51/A/NBP/2004,2004-03-12,3.0433
555,52/A/NBP/2004,2004-03-15,3.0299
556,53/A/NBP/2004,2004-03-16,3.0149
557,54/A/NBP/2004,2004-03-17,3.016
558,55/A/NBP/2004,2004-03-18,3.0335
559,56/A/NBP/2004,2004-03-19,3.0371
560,57/A/NBP/2004,2004-03-22,3.0319
