,no,effectiveDate,mid
1305,42/A/NBP/2007,2007-02-28,3.9175
1306,43/A/NBP/2007,2007-03-01,3.9026
1307,44/A/NBP/2007,2007-03-02,3.8995
1308,45/A/NBP/2007,2007-03-05,3.917
1309,46/A/NBP/2007,2007-03-06,3.903
1310,47/A/NBP/2007,2007-03-07,3.9007
1311,48/A/NBP/2007,2007-03-08,3.888
1312,49/A/NBP/2007,2007-03-09,3.8795
1313,50/A/NBP/2007,2007-03-12,3.8699
1314,51/A/NBP/2007,2007-03-13,3.8853
1315,52/A/NBP/2007,2007-03-14,3.9031
1316,53/A/NBP/2007,2007-03-15,3.8926
1317,54/A/NBP/2007,2007-03-16,3.9065
1318,55/A/NBP/2007,2007-03-19,3.8778
1319,56/A/NBP/2007,2007-03-20,3.8735
1320,57/A/NBP/2007,2007-03-21,3.8762
1321,58/A/NBP/2007,2007-03-22,3.87
1322,59/A/NBP/2007,2007-03-23,3.8764
1323,60/A/NBP/2007,2007-03-26,3.8683
1324,61/A/NBP/2007,2007-03-27,3.8718
1325,62/A/NBP/2007,2007-03-28,3.889
1326,63/A/NBP/2007,2007-03-29,3.8789
1327,64/A/NBP/2007,2007-03-30,3.8695
1328,65/A/NBP/2007,2007-04-02,3.8623
1329,66/A/NBP/2007,2007-04-03,3.8515
1330,67/A/NBP/2007,2007-04-04,3.8509
1331,68/A/NBP/2007,2007-04-05,3.842
1332,69/A/NBP/2007,2007-04-06,3.8415
1333,70/A/NBP/2007,2007-04-10,3.842
1334,71/A/NBP/2007,2007-04-11,3.8279
1335,72/A/NBP/2007,2007-04-12,3.8331
1336,73/A/NBP/2007,2007-04-13,3.841
1337,74/A/NBP/2007,2007-04-16,3.8248
1338,75/A/NBP/2007,2007-04-17,3.8231
1339,76/A/NBP/2007,2007-04-18,3.808
1340,77/A/NBP/2007,2007-04-19,3.8151
1341,78/A/NBP/2007,2007-04-20,3.7941
1342,79/A/NBP/2007,2007-04-23,3.7797
1343,80/A/NBP/2007,2007-04-24,3.788
1344,81/A/NBP/2007,2007-04-25,3.7838
1345,82/A/NBP/2007,2007-04-26,3.7746
1346,83/A/NBP/2007,2007-04-27,3.78
1347,84/A/NBP/2007,2007-04-30,3.7879
1348,85/A/NBP/2007,2007-05-02,3.7698
1349,86/A/NBP/2007,2007-05-04,3.7465
1350,87/A/NBP/2007,2007-05-07,3.7479
1351,88/A/NBP/2007,2007-05-08,3.7495
1352,89/A/NBP/2007,2007-05-09,3.7636
1353,90/A/NBP/2007,2007-05-10,3.747
1354,91/A/NBP/2007,2007-05-11,3.7844
1355,92/A/NBP/2007,2007-05-14,3.761
1356,93/A/NBP/2007,2007-05-15,3.7767
1357,94/A/NBP/2007,2007-05-16,3.7815
1358,95/A/NBP/2007,2007-05-17,3.7897
1359,96/A/NBP/2007,2007-05-18,3.7909
1360,97/A/NBP/2007,2007-05-21,3.776
1361,98/A/NBP/2007,2007-05-22,3.7735
1362,99/A/NBP/2007,2007-05-23,3.7964
1363,100/A/NBP/2007,2007-05-24,3.7966
1364,101/A/NBP/2007,2007-05-25,3.8113
1365,102/A/NBP/2007,2007-05-28,3.804
1366,103/A/NBP/2007,2007-05-29,3.8192
1367,104/A/NBP/2007,2007-05-30,3.8275
1368,105/A/NBP/2007,2007-05-31,3.819
1369,106/A/NBP/2007,2007-06-01,3.813
1370,107/A/NBP/2007,2007-06-04,3.794
1371,108/A/NBP/2007,2007-06-05,3.805
1372,109/A/NBP/2007,2007-06-06,3.8216
1373,110/A/NBP/2007,2007-06-08,3.8485
1374,111/A/NBP/2007,2007-06-11,3.8365
1375,112/A/NBP/2007,2007-06-12,3.8278
1376,113/A/NBP/2007,2007-06-13,3.8451
1377,114/A/NBP/2007,2007-06-14,3.823
1378,115/A/NBP/2007,2007-06-15,3.812
1379,116/A/NBP/2007,2007-06-18,3.8007
1380,117/A/NBP/2007,2007-06-19,3.8066
1381,118/A/NBP/2007,2007-06-20,3.7835
1382,119/A/NBP/2007,2007-06-21,3.7935
1383,120/A/NBP/2007,2007-06-22,3.7865
1384,121/A/NBP/2007,2007-06-25,3.7883
1385,122/A/NBP/2007,2007-06-26,3.7939
1386,123/A/NBP/2007,2007-06-27,3.806
1387,124/A/NBP/2007,2007-06-28,3.777
1388,125/A/NBP/2007,2007-06-29,3.7658
1389,126/A/NBP/2007,2007-07-02,3.7598
1390,127/A/NBP/2007,2007-07-03,3.7578
1391,128/A/NBP/2007,2007-07-04,3.7609
1392,129/A/NBP/2007,2007-07-05,3.7647
1393,130/A/NBP/2007,2007-07-06,3.773
1394,131/A/NBP/2007,2007-07-09,3.7505
1395,132/A/NBP/2007,2007-07-10,3.7655
1396,133/A/NBP/2007,2007-07-11,3.7735
1397,134/A/NBP/2007,2007-07-12,3.7573
1398,135/A/NBP/2007,2007-07-13,3.7443
1399,136/A/NBP/2007,2007-07-16,3.751
1400,137/A/NBP/2007,2007-07-17,3.7535
1401,138/A/NBP/2007,2007-07-18,3.7615
1402,139/A/NBP/2007,2007-07-19,3.7508
1403,140/A/NBP/2007,2007-07-20,3.7552
1404,141/A/NBP/2007,2007-07-23,3.766
1405,142/A/NBP/2007,2007-07-24,3.7586
1406,143/A/NBP/2007,2007-07-25,3.7858
1407,144/A/NBP/2007,2007-07-26,3.8057
1408,145/A/NBP/2007,2007-07-27,3.8095
1409,146/A/NBP/2007,2007-07-30,3.7999
1410,147/A/NBP/2007,2007-07-31,3.79
1411,148/A/NBP/2007,2007-08-01,3.8125
1412,149/A/NBP/2007,2007-08-02,3.797
1413,150/A/NBP/2007,2007-08-03,3.7833
1414,151/A/NBP/2007,2007-08-06,3.7916
1415,152/A/NBP/2007,2007-08-07,3.7855
1416,153/A/NBP/2007,2007-08-08,3.774
1417,154/A/NBP/2007,2007-08-09,3.7735
1418,155/A/NBP/2007,2007-08-10,3.7775
1419,156/A/NBP/2007,2007-08-13,3.7755
1420,157/A/NBP/2007,2007-08-14,3.7842
1421,158/A/NBP/2007,2007-08-16,3.8277
1422,159/A/NBP/2007,2007-08-17,3.8345
1423,160/A/NBP/2007,2007-08-20,3.825
1424,161/A/NBP/2007,2007-08-21,3.8474
1425,162/A/NBP/2007,2007-08-22,3.8375
1426,163/A/NBP/2007,2007-08-23,3.832
1427,164/A/NBP/2007,2007-08-24,3.838
1428,165/A/NBP/2007,2007-08-27,3.8306
1429,166/A/NBP/2007,2007-08-28,3.8328
1430,167/A/NBP/2007,2007-08-29,3.8477
1431,168/A/NBP/2007,2007-08-30,3.8278
1432,169/A/NBP/2007,2007-08-31,3.823
1433,170/A/NBP/2007,2007-09-03,3.8209
1434,171/A/NBP/2007,2007-09-04,3.8255
1435,172/A/NBP/2007,2007-09-05,3.8208
1436,173/A/NBP/2007,2007-09-06,3.8195
1437,174/A/NBP/2007,2007-09-07,3.812
1438,175/A/NBP/2007,2007-09-10,3.8075
1439,176/A/NBP/2007,2007-09-11,3.7946
1440,177/A/NBP/2007,2007-09-12,3.7736
1441,178/A/NBP/2007,2007-09-13,3.7756
1442,179/A/NBP/2007,2007-09-14,3.7816
1443,180/A/NBP/2007,2007-09-17,3.7835
1444,181/A/NBP/2007,2007-09-18,3.7859
1445,182/A/NBP/2007,2007-09-19,3.773
1446,183/A/NBP/2007,2007-09-20,3.7706
1447,184/A/NBP/2007,2007-09-21,3.7666
1448,185/A/NBP/2007,2007-09-24,3.7627
1449,186/A/NBP/2007,2007-09-25,3.768
1450,187/A/NBP/2007,2007-09-26,3.7788
1451,188/A/NBP/2007,2007-09-27,3.778
1452,189/A/NBP/2007,2007-09-28,3.7775
1453,190/A/NBP/2007,2007-10-01,3.768
1454,191/A/NBP/2007,2007-10-02,3.7685
1455,192/A/NBP/2007,2007-10-03,3.769
1456,193/A/NBP/2007,2007-10-04,3.774
1457,194/A/NBP/2007,2007-10-05,3.765
1458,195/A/NBP/2007,2007-10-08,3.7534
1459,196/A/NBP/2007,2007-10-09,3.7555
1460,197/A/NBP/2007,2007-10-10,3.7464
1461,198/A/NBP/2007,2007-10-11,3.7474
1462,199/A/NBP/2007,2007-10-12,3.731
1463,200/A/NBP/2007,2007-10-15,3.7187
1464,201/A/NBP/2007,2007-10-16,3.719
1465,202/A/NBP/2007,2007-10-17,3.7095
1466,203/A/NBP/2007,2007-10-18,3.7078
1467,204/A/NBP/2007,2007-10-19,3.6792
1468,205/A/NBP/2007,2007-10-22,3.6835
1469,206/A/NBP/2007,2007-10-23,3.6566
1470,207/A/NBP/2007,2007-10-24,3.6555
1471,208/A/NBP/2007,2007-10-25,3.6436
1472,209/A/NBP/2007,2007-10-26,3.6247
1473,210/A/NBP/2007,2007-10-29,3.6243
1474,211/A/NBP/2007,2007-10-30,3.6313
1475,212/A/NBP/2007,2007-10-31,3.6306
1476,213/A/NBP/2007,2007-11-02,3.6467
1477,214/A/NBP/2007,2007-11-05,3.6446
1478,215/A/NBP/2007,2007-11-06,3.6339
1479,216/A/NBP/2007,2007-11-07,3.6238
1480,217/A/NBP/2007,2007-11-08,3.6419
1481,218/A/NBP/2007,2007-11-09,3.6235
1482,219/A/NBP/2007,2007-11-12,3.639
1483,220/A/NBP/2007,2007-11-13,3.6469
1484,221/A/NBP/2007,2007-11-14,3.6345
1485,222/A/NBP/2007,2007-11-15,3.6648
1486,223/A/NBP/2007,2007-11-16,3.672
1487,224/A/NBP/2007,2007-11-19,3.667
1488,225/A/NBP/2007,2007-11-20,3.6848
1489,226/A/NBP/2007,2007-11-21,3.686
1490,227/A/NBP/2007,2007-11-22,3.6855
1491,228/A/NBP/2007,2007-11-23,3.6855
1492,229/A/NBP/2007,2007-11-26,3.6754
1493,230/A/NBP/2007,2007-11-27,3.6912
1494,231/A/NBP/2007,2007-11-28,3.6649
1495,232/A/NBP/2007,2007-11-29,3.6445
1496,233/A/NBP/2007,2007-11-30,3.6267
1497,234/A/NBP/2007,2007-12-03,3.6195
1498,235/A/NBP/2007,2007-12-04,3.6169
1499,236/A/NBP/2007,2007-12-05,3.6075
1500,237/A/NBP/2007,2007-12-06,3.5818
1501,238/A/NBP/2007,2007-12-07,3.5865
1502,239/A/NBP/2007,2007-12-10,3.5739
1503,240/A/NBP/2007,2007-12-11,3.5699
1504,241/A/NBP/2007,2007-12-12,3.5773
1505,242/A/NBP/2007,2007-12-13,3.582
1506,243/A/NBP/2007,2007-12-14,3.6017
1507,244/A/NBP/2007,2007-12-17,3.6235
1508,245/A/NBP/2007,2007-12-18,3.6162
1509,246/A/NBP/2007,2007-12-19,3.6159
1510,247/A/NBP/2007,2007-12-20,3.623
1511,248/A/NBP/2007,2007-12-21,3.618
1512,249/A/NBP/2007,2007-12-24,3.6115
1513,250/A/NBP/2007,2007-12-27,3.6168
1514,251/A/NBP/2007,2007-12-28,3.6062
1515,252/A/NBP/2007,2007-12-31,3.582
1516,1/A/NBP/2008,2008-01-02,3.5975
1517,2/A/NBP/2008,2008-01-03,3.6125
1518,3/A/NBP/2008,2008-01-04,3.6075
1519,4/A/NBP/2008,2008-01-07,3.601
1520,5/A/NBP/2008,2008-01-08,3.6008
1521,6/A/NBP/2008,2008-01-09,3.594
1522,7/A/NBP/2008,2008-01-10,3.593
1523,8/A/NBP/2008,2008-01-11,3.581
1524,9/A/NBP/2008,2008-01-14,3.5825
1525,10/A/NBP/2008,2008-01-15,3.5735
1526,11/A/NBP/2008,2008-01-16,3.595
1527,12/A/NBP/2008,2008-01-17,3.5977
1528,13/A/NBP/2008,2008-01-18,3.625
1529,14/A/NBP/2008,2008-01-21,3.6395
1530,15/A/NBP/2008,2008-01-22,3.6577
1531,16/A/NBP/2008,2008-01-23,3.628
1532,17/A/NBP/2008,2008-01-24,3.6225
1533,18/A/NBP/2008,2008-01-25,3.6135
1534,19/A/NBP/2008,2008-01-28,3.6245
1535,20/A/NBP/2008,2008-01-29,3.6185
1536,21/A/NBP/2008,2008-01-30,3.6218
1537,22/A/NBP/2008,2008-01-31,3.626
1538,23/A/NBP/2008,2008-02-01,3.6025
1539,24/A/NBP/2008,2008-02-04,3.567
1540,25/A/NBP/2008,2008-02-05,3.5748
1541,26/A/NBP/2008,2008-02-06,3.5905
1542,27/A/NBP/2008,2008-02-07,3.5979
1543,28/A/NBP/2008,2008-02-08,3.6185
1544,29/A/NBP/2008,2008-02-11,3.6229
1545,30/A/NBP/2008,2008-02-12,3.612
1546,31/A/NBP/2008,2008-02-13,3.5987
1547,32/A/NBP/2008,2008-02-14,3.587
1548,33/A/NBP/2008,2008-02-15,3.5902
1549,34/A/NBP/2008,2008-02-18,3.5793
1550,35/A/NBP/2008,2008-02-19,3.5759
1551,36/A/NBP/2008,2008-02-20,3.5838
1552,37/A/NBP/2008,2008-02-21,3.5761
1553,38/A/NBP/2008,2008-02-22,3.5725
1554,39/A/NBP/2008,2008-02-25,3.563
1555,40/A/NBP/2008,2008-02-26,3.5318
1556,41/A/NBP/2008,2008-02-27,3.5395
1557,42/A/NBP/2008,2008-02-28,3.5219
1558,43/A/NBP/2008,2008-02-29,3.5204
1559,44/A/NBP/2008,2008-03-03,3.5356
1560,45/A/NBP/2008,2008-03-04,3.5221
1561,46/A/NBP/2008,2008-03-05,3.529
1562,47/A/NBP/2008,2008-03-06,3.5379
1563,48/A/NBP/2008,2008-03-07,3.5702
1564,49/A/NBP/2008,2008-03-10,3.57
1565,50/A/NBP/2008,2008-03-11,3.5458
1566,51/A/NBP/2008,2008-03-12,3.528
1567,52/A/NBP/2008,2008-03-13,3.5445
1568,53/A/NBP/2008,2008-03-14,3.5307
1569,54/A/NBP/2008,2008-03-17,3.5613
1570,55/A/NBP/2008,2008-03-18,3.542
1571,56/A/NBP/2008,2008-03-19,3.537
1572,57/A/NBP/2008,2008-03-20,3.5333
1573,58/A/NBP/2008,2008-03-21,3.5336
1574,59/A/NBP/2008,2008-03-25,3.528
1575,60/A/NBP/2008,2008-03-26,3.5346
1576,61/A/NBP/2008,2008-03-27,3.526
1577,62/A/NBP/2008,2008-03-28,3.527
1578,63/A/NBP/2008,2008-03-31,3.5258
1579,64/A/NBP/2008,2008-04-01,3.511
1580,65/A/NBP/2008,2008-04-02,3.4949
1581,66/A/NBP/2008,2008-04-03,3.4815
1582,67/A/NBP/2008,2008-04-04,3.4828
1583,68/A/NBP/2008,2008-04-07,3.4639
1584,69/A/NBP/2008,2008-04-08,3.4689
1585,70/A/NBP/2008,2008-04-09,3.458
1586,71/A/NBP/2008,2008-04-10,3.452
1587,72/A/NBP/2008,2008-04-11,3.42
1588,73/A/NBP/2008,2008-04-14,3.4295
1589,74/A/NBP/2008,2008-04-15,3.4118
1590,75/A/NBP/2008,2008-04-16,3.4095
1591,76/A/NBP/2008,2008-04-17,3.4305
1592,77/A/NBP/2008,2008-04-18,3.4295
1593,78/A/NBP/2008,2008-04-21,3.4258
1594,79/A/NBP/2008,2008-04-22,3.4178
1595,80/A/NBP/2008,2008-04-23,3.4074
1596,81/A/NBP/2008,2008-04-24,3.4182
1597,82/A/NBP/2008,2008-04-25,3.4352
1598,83/A/NBP/2008,2008-04-28,3.4416
1599,84/A/NBP/2008,2008-04-29,3.446
1600,85/A/NBP/2008,2008-04-30,3.4604
1601,86/A/NBP/2008,2008-05-02,3.4518
1602,87/A/NBP/2008,2008-05-05,3.44
1603,88/A/NBP/2008,2008-05-06,3.4385
1604,89/A/NBP/2008,2008-05-07,3.4285
1605,90/A/NBP/2008,2008-05-08,3.4217
1606,91/A/NBP/2008,2008-05-09,3.4054
1607,92/A/NBP/2008,2008-05-12,3.3945
1608,93/A/NBP/2008,2008-05-13,3.3846
1609,94/A/NBP/2008,2008-05-14,3.3934
1610,95/A/NBP/2008,2008-05-15,3.401
1611,96/A/NBP/2008,2008-05-16,3.3884
1612,97/A/NBP/2008,2008-05-19,3.3827
1613,98/A/NBP/2008,2008-05-20,3.393
1614,99/A/NBP/2008,2008-05-21,3.3836
1615,100/A/NBP/2008,2008-05-23,3.4095
1616,101/A/NBP/2008,2008-05-26,3.4044
1617,102/A/NBP/2008,2008-05-27,3.4015
1618,103/A/NBP/2008,2008-05-28,3.3973
1619,104/A/NBP/2008,2008-05-29,3.3823
1620,105/A/NBP/2008,2008-05-30,3.3788
1621,106/A/NBP/2008,2008-06-02,3.3836
1622,107/A/NBP/2008,2008-06-03,3.3745
1623,108/A/NBP/2008,2008-06-04,3.3763
1624,109/A/NBP/2008,2008-06-05,3.3708
1625,110/A/NBP/2008,2008-06-06,3.389
1626,111/A/NBP/2008,2008-06-09,3.3923
1627,112/A/NBP/2008,2008-06-10,3.3785
1628,113/A/NBP/2008,2008-06-11,3.3734
1629,114/A/NBP/2008,2008-06-12,3.3863
1630,115/A/NBP/2008,2008-06-13,3.3915
1631,116/A/NBP/2008,2008-06-16,3.387
1632,117/A/NBP/2008,2008-06-17,3.3852
1633,118/A/NBP/2008,2008-06-18,3.3765
1634,119/A/NBP/2008,2008-06-19,3.3685
1635,120/A/NBP/2008,2008-06-20,3.3662
1636,121/A/NBP/2008,2008-06-23,3.3657
1637,122/A/NBP/2008,2008-06-24,3.3635
1638,123/A/NBP/2008,2008-06-25,3.3585
1639,124/A/NBP/2008,2008-06-26,3.3585
1640,125/A/NBP/2008,2008-06-27,3.3694
1641,126/A/NBP/2008,2008-06-30,3.3542
1642,127/A/NBP/2008,2008-07-01,3.3543
1643,128/A/NBP/2008,2008-07-02,3.3558
1644,129/A/NBP/2008,2008-07-03,3.3559
1645,130/A/NBP/2008,2008-07-04,3.3273
1646,131/A/NBP/2008,2008-07-07,3.3155
1647,132/A/NBP/2008,2008-07-08,3.3052
1648,133/A/NBP/2008,2008-07-09,3.2841
1649,134/A/NBP/2008,2008-07-10,3.2736
1650,135/A/NBP/2008,2008-07-11,3.269
1651,136/A/NBP/2008,2008-07-14,3.2564
1652,137/A/NBP/2008,2008-07-15,3.2602
1653,138/A/NBP/2008,2008-07-16,3.2301
1654,139/A/NBP/2008,2008-07-17,3.2245
1655,140/A/NBP/2008,2008-07-18,3.2205
1656,141/A/NBP/2008,2008-07-21,3.2146
1657,142/A/NBP/2008,2008-07-22,3.223
1658,143/A/NBP/2008,2008-07-23,3.2603
1659,144/A/NBP/2008,2008-07-24,3.237
1660,145/A/NBP/2008,2008-07-25,3.206
1661,146/A/NBP/2008,2008-07-28,3.208
1662,147/A/NBP/2008,2008-07-29,3.2252
1663,148/A/NBP/2008,2008-07-30,3.2063
1664,149/A/NBP/2008,2008-07-31,3.2026
1665,150/A/NBP/2008,2008-08-01,3.217
1666,151/A/NBP/2008,2008-08-04,3.21
1667,152/A/NBP/2008,2008-08-05,3.2192
1668,153/A/NBP/2008,2008-08-06,3.2305
1669,154/A/NBP/2008,2008-08-07,3.246
1670,155/A/NBP/2008,2008-08-08,3.26
1671,156/A/NBP/2008,2008-08-11,3.259
1672,157/A/NBP/2008,2008-08-12,3.2835
1673,158/A/NBP/2008,2008-08-13,3.269
1674,159/A/NBP/2008,2008-08-14,3.3137
1675,160/A/NBP/2008,2008-08-18,3.3335
1676,161/A/NBP/2008,2008-08-19,3.3355
1677,162/A/NBP/2008,2008-08-20,3.3083
1678,163/A/NBP/2008,2008-08-21,3.316
1679,164/A/NBP/2008,2008-08-22,3.3022
1680,165/A/NBP/2008,2008-08-25,3.3127
1681,166/A/NBP/2008,2008-08-26,3.312
1682,167/A/NBP/2008,2008-08-27,3.3275
1683,168/A/NBP/2008,2008-08-28,3.3485
1684,169/A/NBP/2008,2008-08-29,3.346
1685,170/A/NBP/2008,2008-09-01,3.336
1686,171/A/NBP/2008,2008-09-02,3.3553
1687,172/A/NBP/2008,2008-09-03,3.367
1688,173/A/NBP/2008,2008-09-04,3.38
1689,174/A/NBP/2008,2008-09-05,3.4325
1690,175/A/NBP/2008,2008-09-08,3.4674
1691,176/A/NBP/2008,2008-09-09,3.4677
1692,177/A/NBP/2008,2008-09-10,3.467
1693,178/A/NBP/2008,2008-09-11,3.4106
1694,179/A/NBP/2008,2008-09-12,3.3595
1695,180/A/NBP/2008,2008-09-15,3.3618
1696,181/A/NBP/2008,2008-09-16,3.3861
1697,182/A/NBP/2008,2008-09-17,3.3363
1698,183/A/NBP/2008,2008-09-18,3.371
1699,184/A/NBP/2008,2008-09-19,3.3163
1700,185/A/NBP/2008,2008-09-22,3.275
1701,186/A/NBP/2008,2008-09-23,3.3099
1702,187/A/NBP/2008,2008-09-24,3.3094
1703,188/A/NBP/2008,2008-09-25,3.334
1704,189/A/NBP/2008,2008-09-26,3.3575
1705,190/A/NBP/2008,2008-09-29,3.3949
1706,191/A/NBP/2008,2008-09-30,3.4083
1707,192/A/NBP/2008,2008-10-01,3.3775
1708,193/A/NBP/2008,2008-10-02,3.4025
1709,194/A/NBP/2008,2008-10-03,3.4188
1710,195/A/NBP/2008,2008-10-06,3.437
1711,196/A/NBP/2008,2008-10-07,3.4515
1712,197/A/NBP/2008,2008-10-08,3.4923
1713,198/A/NBP/2008,2008-10-09,3.4161
1714,199/A/NBP/2008,2008-10-10,3.5548
1715,200/A/NBP/2008,2008-10-13,3.5484
1716,201/A/NBP/2008,2008-10-14,3.4959
1717,202/A/NBP/2008,2008-10-15,3.5304
1718,203/A/NBP/2008,2008-10-16,3.5506
1719,204/A/NBP/2008,2008-10-17,3.5653
1720,205/A/NBP/2008,2008-10-20,3.5515
1721,206/A/NBP/2008,2008-10-21,3.5962
1722,207/A/NBP/2008,2008-10-22,3.7139
1723,208/A/NBP/2008,2008-10-23,3.8212
1724,209/A/NBP/2008,2008-10-24,3.9262
1725,210/A/NBP/2008,2008-10-27,3.8275
1726,211/A/NBP/2008,2008-10-28,3.7128
1727,212/A/NBP/2008,2008-10-29,3.632
1728,213/A/NBP/2008,2008-10-30,3.5634
1729,214/A/NBP/2008,2008-10-31,3.633
1730,215/A/NBP/2008,2008-11-03,3.5565
1731,216/A/NBP/2008,2008-11-04,3.5498
1732,217/A/NBP/2008,2008-11-05,3.5046
1733,218/A/NBP/2008,2008-11-06,3.5603
1734,219/A/NBP/2008,2008-11-07,3.6474
1735,220/A/NBP/2008,2008-11-10,3.6427
1736,221/A/NBP/2008,2008-11-12,3.7693
1737,222/A/NBP/2008,2008-11-13,3.7502
1738,223/A/NBP/2008,2008-11-14,3.7348
1739,224/A/NBP/2008,2008-11-17,3.7277
1740,225/A/NBP/2008,2008-11-18,3.8623
1741,226/A/NBP/2008,2008-11-19,3.8444
1742,227/A/NBP/2008,2008-11-20,3.862
1743,228/A/NBP/2008,2008-11-21,3.7984
1744,229/A/NBP/2008,2008-11-24,3.8824
1745,230/A/NBP/2008,2008-11-25,3.8411
1746,231/A/NBP/2008,2008-11-26,3.7888
1747,232/A/NBP/2008,2008-11-27,3.7578
1748,233/A/NBP/2008,2008-11-28,3.7572
1749,234/A/NBP/2008,2008-12-01,3.8432
1750,235/A/NBP/2008,2008-12-02,3.834
1751,236/A/NBP/2008,2008-12-03,3.8457
1752,237/A/NBP/2008,2008-12-04,3.8824
1753,238/A/NBP/2008,2008-12-05,3.8881
1754,239/A/NBP/2008,2008-12-08,3.8686
1755,240/A/NBP/2008,2008-12-09,3.9323
1756,241/A/NBP/2008,2008-12-10,3.9589
1757,242/A/NBP/2008,2008-12-11,3.9703
1758,243/A/NBP/2008,2008-12-12,3.9689
1759,244/A/NBP/2008,2008-12-15,3.9804
1760,245/A/NBP/2008,2008-12-16,4.0489
1761,246/A/NBP/2008,2008-12-17,4.0834
1762,247/A/NBP/2008,2008-12-18,4.174
1763,248/A/NBP/2008,2008-12-19,4.1132
1764,249/A/NBP/2008,2008-12-22,4.1037
1765,250/A/NBP/2008,2008-12-23,4.1176
1766,251/A/NBP/2008,2008-12-24,4.1025
1767,252/A/NBP/2008,2008-12-29,4.1848
1768,253/A/NBP/2008,2008-12-30,4.1244
1769,254/A/NBP/2008,2008-12-31,4.1724
1770,1/A/NBP/2009,2009-01-02,4.1721
1771,2/A/NBP/2009,2009-01-05,4.1137
1772,3/A/NBP/2009,2009-01-06,4.0613
1773,4/A/NBP/2009,2009-01-07,3.917
1774,5/A/NBP/2009,2009-01-08,4.0159
1775,6/A/NBP/2009,2009-01-09,4.0478
1776,7/A/NBP/2009,2009-01-12,4.0344
1777,8/A/NBP/2009,2009-01-13,4.1435
1778,9/A/NBP/2009,2009-01-14,4.1368
1779,10/A/NBP/2009,2009-01-15,4.2256
1780,11/A/NBP/2009,2009-01-16,4.1522
1781,12/A/NBP/2009,2009-01-19,4.3113
1782,13/A/NBP/2009,2009-01-20,4.328
1783,14/A/NBP/2009,2009-01-21,4.3305
1784,15/A/NBP/2009,2009-01-22,4.3094
1785,16/A/NBP/2009,2009-01-23,4.3957
1786,17/A/NBP/2009,2009-01-26,4.3863
1787,18/A/NBP/2009,2009-01-27,4.3214
1788,19/A/NBP/2009,2009-01-28,4.3789
1789,20/A/NBP/2009,2009-01-29,4.3916
1790,21/A/NBP/2009,2009-01-30,4.4392
1791,22/A/NBP/2009,2009-02-02,4.4366
1792,23/A/NBP/2009,2009-02-03,4.5147
1793,24/A/NBP/2009,2009-02-04,4.6747
1794,25/A/NBP/2009,2009-02-05,4.6455
1795,26/A/NBP/2009,2009-02-06,4.5634
1796,27/A/NBP/2009,2009-02-09,4.5475
1797,28/A/NBP/2009,2009-02-10,4.4774
1798,29/A/NBP/2009,2009-02-11,4.5318
1799,30/A/NBP/2009,2009-02-12,4.598
1800,31/A/NBP/2009,2009-02-13,4.6393
1801,32/A/NBP/2009,2009-02-16,4.7687
1802,33/A/NBP/2009,2009-02-17,4.8324
1803,34/A/NBP/2009,2009-02-18,4.8999
1804,35/A/NBP/2009,2009-02-19,4.6801
1805,36/A/NBP/2009,2009-02-20,4.7715
1806,37/A/NBP/2009,2009-02-23,4.7085
1807,38/A/NBP/2009,2009-02-24,4.678
1808,39/A/NBP/2009,2009-02-25,4.659
1809,40/A/NBP/2009,2009-02-26,4.7068
1810,41/A/NBP/2009,2009-02-27,4.6578
1811,42/A/NBP/2009,2009-03-02,4.7483
1812,43/A/NBP/2009,2009-03-03,4.7443
1813,44/A/NBP/2009,2009-03-04,4.7432
1814,45/A/NBP/2009,2009-03-05,4.6955
1815,46/A/NBP/2009,2009-03-06,4.7493
1816,47/A/NBP/2009,2009-03-09,4.7266
1817,48/A/NBP/2009,2009-03-10,4.7297
1818,49/A/NBP/2009,2009-03-11,4.605
1819,50/A/NBP/2009,2009-03-12,4.6197
1820,51/A/NBP/2009,2009-03-13,4.4833
1821,52/A/NBP/2009,2009-03-16,4.494
1822,53/A/NBP/2009,2009-03-17,4.4653
1823,54/A/NBP/2009,2009-03-18,4.5313
1824,55/A/NBP/2009,2009-03-19,4.5352
1825,56/A/NBP/2009,2009-03-20,4.6446
1826,57/A/NBP/2009,2009-03-23,4.5748
1827,58/A/NBP/2009,2009-03-24,4.5308
1828,59/A/NBP/2009,2009-03-25,4.5555
1829,60/A/NBP/2009,2009-03-26,4.5593
1830,61/A/NBP/2009,2009-03-27,4.5883
1831,62/A/NBP/2009,2009-03-30,4.7191
1832,63/A/NBP/2009,2009-03-31,4.7013
1833,64/A/NBP/2009,2009-04-01,4.6462
1834,65/A/NBP/2009,2009-04-02,4.4895
1835,66/A/NBP/2009,2009-04-03,4.4523
1836,67/A/NBP/2009,2009-04-06,4.4135
1837,68/A/NBP/2009,2009-04-07,4.5101
1838,69/A/NBP/2009,2009-04-08,4.5039
1839,70/A/NBP/2009,2009-04-09,4.4408
1840,71/A/NBP/2009,2009-04-10,4.3635
1841,72/A/NBP/2009,2009-04-14,4.3856
1842,73/A/NBP/2009,2009-04-15,4.2351
1843,74/A/NBP/2009,2009-04-16,4.2965
1844,75/A/NBP/2009,2009-04-17,4.2848
1845,76/A/NBP/2009,2009-04-20,4.3592
1846,77/A/NBP/2009,2009-04-21,4.4289
